MODEL SETTING,,,,
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50,5,8,95, false
,,,,
Tic, MuscleMass, Anabolic, Catabolic,
1116,6.240178,50,52,
1117,6.234352,50,52,
1118,6.228527,50,52,
1119,6.222702,50,52,
1120,6.216876,50,52,
1121,6.211051,50,52,
1122,6.205225,50,52,
1123,6.1994,50,52,
1124,6.193574,50,52,
1125,6.187749,50,52,
1126,6.181924,50,52,
1127,6.176098,50,52,
1128,6.170273,50,52,
1129,6.164447,50,52,
1130,6.158622,50,52,
1131,6.152797,50,52,
1132,6.146971,50,52,
1133,6.141146,50,52,
1134,6.13532,50,52,
1135,6.129516,50,52,
1136,6.123725,50,52,
1137,6.117933,50,52,
1138,6.112142,50,52,
1139,6.106351,50,52,
1140,6.100559,50,52,
1141,6.094768,50,52,
1142,6.088977,50,52,
1143,6.083185,50,52,
1144,6.077394,50,52,
1145,6.071629,50,52,
1146,6.065872,50,52,
1147,6.060114,50,52,
1148,6.054357,50,52,
1149,6.0486,50,52,
1150,6.042843,50,52,
1151,6.037128,50,52,
1152,6.031439,50,52,
1153,6.025749,50,52,
1154,6.02006,50,52,
1155,6.01442,50,52,
1156,6.0088,50,52,
1157,6.003213,50,52,
1158,5.997626,50,52,
1159,5.992039,50,52,
1160,5.986452,50,52,
1161,5.980865,50,52,
1162,5.975278,50,52,
1163,5.969691,50,52,
1164,5.964122,50,52,
1165,5.958569,50,52,
1166,5.953016,50,52,
1167,5.947463,50,52,
1168,5.94191,50,52,
1169,5.936358,50,52,
1170,5.930805,50,52,
1171,5.925252,50,52,
1172,5.919699,50,52,
1173,5.914146,50,52,
1174,5.908607,50,52,
1175,5.903116,50,52,
1176,5.897632,50,52,
1177,5.892147,50,52,
1178,5.886662,50,52,
1179,5.881178,50,52,
1180,5.875693,50,52,
1181,5.870208,50,52,
1182,5.864723,50,52,
1183,5.859253,50,52,
1184,5.853803,50,52,
1185,5.848352,50,52,
1186,5.842901,50,52,
1187,5.837451,50,52,
1188,5.832,50,52,
1189,5.826549,50,52,
1190,5.821109,50,52,
1191,5.815692,50,52,
1192,5.810278,50,52,
1193,5.804896,50,52,
1194,5.799513,50,52,
1195,5.794131,50,52,
1196,5.788748,50,52,
1197,5.783366,50,52,
1198,5.777983,50,52,
1199,5.772631,50,52,
1200,5.767282,50,52,
1201,5.761958,50,52,
1202,5.756644,50,52,
1203,5.751329,50,52,
1204,5.746015,50,52,
1205,5.740701,50,52,
1206,5.735386,50,52,
1207,5.730102,50,52,
1208,5.724822,50,52,
1209,5.719541,50,52,
1210,5.714261,50,52,
1211,5.708981,50,52,
1212,5.7037,50,52,
1213,5.698435,50,52,
1214,5.693188,50,52,
1215,5.687942,50,52,
1216,5.682696,50,52,
1217,5.677449,50,52,
1218,5.672203,50,52,
1219,5.666957,50,52,
1220,5.661711,50,52,
1221,5.656464,50,52,
1222,5.651218,50,52,
1223,5.645972,50,52,
1224,5.640726,50,52,
1225,5.635479,50,52,
1226,5.630233,50,52,
1227,5.624987,50,52,
1228,5.619755,50,52,
1229,5.614543,50,52,
1230,5.609331,50,52,
1231,5.604119,50,52,
1232,5.598906,50,52,
1233,5.593694,50,52,
1234,5.588482,50,52,
1235,5.58327,50,52,
1236,5.578058,50,52,
1237,5.572845,50,52,
1238,5.567633,50,52,
1239,5.562421,50,52,
1240,5.557209,50,52,
1241,5.551997,50,52,
1242,5.546784,50,52,
1243,5.541572,50,52,
1244,5.53636,50,52,
1245,5.531148,50,52,
1246,5.525936,50,52,
1247,5.520723,50,52,
1248,5.515511,50,52,
1249,5.510299,50,52,
1250,5.505108,50,52,
1251,5.49993,50,52,
1252,5.494752,50,52,
1253,5.489573,50,52,
1254,5.484395,50,52,
1255,5.479217,50,52,
1256,5.474039,50,52,
1257,5.468861,50,52,
1258,5.463692,50,52,
1259,5.458548,50,52,
1260,5.453404,50,52,
1261,5.44826,50,52,
1262,5.443116,50,52,
1263,5.438006,50,52,
1264,5.43293,50,52,
1265,5.427854,50,52,
1266,5.422778,50,52,
1267,5.417702,50,52,
1268,5.412626,50,52,
1269,5.40755,50,52,
1270,5.402474,50,52,
1271,5.397421,50,52,
1272,5.392413,50,52,
1273,5.387405,50,52,
1274,5.382397,50,52,
1275,5.377439,50,52,
1276,5.372499,50,52,
1277,5.367559,50,52,
1278,5.36262,50,52,
1279,5.35768,50,52,
1280,5.35274,50,52,
1281,5.347801,50,52,
1282,5.342861,50,52,
1283,5.337921,50,52,
1284,5.332982,50,52,
1285,5.328042,50,52,
1286,5.323102,50,52,
1287,5.318176,50,52,
1288,5.313305,50,52,
1289,5.308433,50,52,
1290,5.303592,50,52,
1291,5.298754,50,52,
1292,5.293938,50,52,
1293,5.289134,50,52,
1294,5.284331,50,52,
1295,5.279528,50,52,
1296,5.274756,50,52,
1297,5.269987,50,52,
1298,5.265218,50,52,
1299,5.260448,50,52,
1300,5.255679,50,52,
1301,5.250923,50,52,
1302,5.246188,50,52,
1303,5.241453,50,52,
1304,5.236718,50,52,
1305,5.231982,50,52,
1306,5.227247,50,52,
1307,5.222512,50,52,
1308,5.217777,50,52,
1309,5.213041,50,52,
1310,5.208306,50,52,
1311,5.203571,50,52,
1312,5.198835,50,52,
1313,5.1941,50,52,
1314,5.189408,50,52,
1315,5.18474,50,52,
1316,5.180073,50,52,
1317,5.175406,50,52,
1318,5.170739,50,52,
1319,5.166072,50,52,
1320,5.161405,50,52,
1321,5.156738,50,52,
1322,5.152132,50,52,
1323,5.147567,50,52,
1324,5.143013,50,52,
1325,5.138483,50,52,
1326,5.133952,50,52,
1327,5.129421,50,52,
1328,5.124902,50,52,
1329,5.120405,50,52,
1330,5.115908,50,52,
1331,5.111411,50,52,
1332,5.106914,50,52,
1333,5.102418,50,52,
1334,5.097921,50,52,
1335,5.093424,50,52,
1336,5.088927,50,52,
1337,5.08443,50,52,
1338,5.079934,50,52,
1339,5.075437,50,52,
1340,5.07094,50,52,
1341,5.066443,50,52,
1342,5.061946,50,52,
1343,5.057479,50,52,
1344,5.053017,50,52,
1345,5.048554,50,52,
1346,5.044091,50,52,
1347,5.039628,50,52,
1348,5.035166,50,52,
1349,5.030703,50,52,
1350,5.02624,50,52,
1351,5.021777,50,52,
1352,5.017344,50,52,
1353,5.012946,50,52,
1354,5.008551,50,52,
1355,5.004157,50,52,
1356,4.999778,50,52,
1357,4.995441,50,52,
1358,4.991114,50,52,
1359,4.986788,50,52,
1360,4.982478,50,52,
1361,4.978185,50,52,
1362,4.973893,50,52,
1363,4.969601,50,52,
1364,4.965308,50,52,
1365,4.961016,50,52,
1366,4.956723,50,52,
1367,4.952457,50,52,
1368,4.948198,50,52,
1369,4.94394,50,52,
1370,4.939682,50,52,
1371,4.935423,50,52,
1372,4.931165,50,52,
1373,4.926907,50,52,
1374,4.922648,50,52,
1375,4.91839,50,52,
1376,4.914132,50,52,
1377,4.909873,50,52,
1378,4.905615,50,52,
1379,4.901398,50,52,
1380,4.897208,50,52,
1381,4.893052,50,52,
1382,4.88893,50,52,
1383,4.884808,50,52,
1384,4.880686,50,52,
1385,4.876564,50,52,
1386,4.872442,50,52,
1387,4.86832,50,52,
1388,4.864198,50,52,
1389,4.860106,50,52,
1390,4.856018,50,52,
1391,4.85193,50,52,
1392,4.847842,50,52,
1393,4.843754,50,52,
1394,4.839666,50,52,
1395,4.835578,50,52,
1396,4.83149,50,52,
1397,4.827402,50,52,
1398,4.823314,50,52,
1399,4.819226,50,52,
1400,4.815139,50,52,
1401,4.811085,50,52,
1402,4.807031,50,52,
1403,4.802977,50,52,
1404,4.798923,50,52,
1405,4.794869,50,52,
1406,4.790815,50,52,
1407,4.786761,50,52,
1408,4.782707,50,52,
1409,4.778653,50,52,
1410,4.774599,50,52,
1411,4.770545,50,52,
1412,4.766491,50,52,
1413,4.762437,50,52,
1414,4.758383,50,52,
1415,4.75433,50,52,
1416,4.750276,50,52,
1417,4.746222,50,52,
1418,4.742168,50,52,
1419,4.738147,50,52,
1420,4.734127,50,52,
1421,4.730107,50,52,
1422,4.726087,50,52,
1423,4.722067,50,52,
1424,4.718047,50,52,
1425,4.714027,50,52,
1426,4.710021,50,52,
1427,4.706035,50,52,
1428,4.702049,50,52,
1429,4.698063,50,52,
1430,4.694077,50,52,
1431,4.690092,50,52,
1432,4.686106,50,52,
1433,4.68212,50,52,
1434,4.678134,50,52,
1435,4.674148,50,52,
1436,4.670163,50,52,
1437,4.666177,50,52,
1438,4.662191,50,52,
1439,4.65823,50,52,
1440,4.654294,50,52,
1441,4.650377,50,52,
1442,4.646459,50,52,
1443,4.642541,50,52,
1444,4.638624,50,52,
1445,4.634706,50,52,
1446,4.630812,50,52,
1447,4.626928,50,52,
1448,4.623045,50,52,
1449,4.619161,50,52,
1450,4.615277,50,52,
1451,4.611394,50,52,
1452,4.60751,50,52,
1453,4.603627,50,52,
1454,4.599743,50,52,
1455,4.595888,50,52,
1456,4.592038,50,52,
1457,4.588189,50,52,
1458,4.584339,50,52,
1459,4.58049,50,52,
1460,4.57664,50,52,
1461,4.572797,50,52,
1462,4.568996,50,52,
1463,4.565217,50,52,
1464,4.561493,50,52,
1465,4.55778,50,52,
1466,4.554066,50,52,
1467,4.550353,50,52,
1468,4.54664,50,52,
1469,4.542946,50,52,
1470,4.539286,50,52,
1471,4.535641,50,52,
1472,4.531996,50,52,
1473,4.528351,50,52,
1474,4.524705,50,52,
1475,4.52106,50,52,
1476,4.517415,50,52,
1477,4.51377,50,52,
1478,4.510125,50,52,
1479,4.50648,50,52,
1480,4.502835,50,52,
1481,4.499189,50,52,
1482,4.495544,50,52,
1483,4.491899,50,52,
1484,4.488254,50,52,
1485,4.484609,50,52,
1486,4.480964,50,52,
1487,4.477319,50,52,
1488,4.473703,50,52,
1489,4.470092,50,52,
1490,4.466481,50,52,
1491,4.46287,50,52,
1492,4.459259,50,52,
1493,4.455647,50,52,
1494,4.452036,50,52,
1495,4.448425,50,52,
1496,4.44484,50,52,
1497,4.441263,50,52,
1498,4.437686,50,52,
1499,4.434109,50,52,
1500,4.430563,50,52,
1501,4.427021,50,52,
1502,4.423478,50,52,
1503,4.419935,50,52,
1504,4.416392,50,52,
1505,4.412849,50,52,
1506,4.409306,50,52,
1507,4.405763,50,52,
1508,4.40222,50,52,
1509,4.398677,50,52,
1510,4.395134,50,52,
1511,4.391591,50,52,
1512,4.388048,50,52,
1513,4.384505,50,52,
1514,4.380962,50,52,
1515,4.377419,50,52,
1516,4.3739,50,52,
1517,4.370391,50,52,
1518,4.366906,50,52,
1519,4.363431,50,52,
1520,4.359957,50,52,
1521,4.356501,50,52,
1522,4.353091,50,52,
1523,4.349684,50,52,
1524,4.346277,50,52,
1525,4.342871,50,52,
1526,4.339464,50,52,
1527,4.336057,50,52,
1528,4.332664,50,52,
1529,4.329291,50,52,
1530,4.325919,50,52,
1531,4.322546,50,52,
1532,4.319174,50,52,
1533,4.315828,50,52,
1534,4.31249,50,52,
1535,4.309151,50,52,
1536,4.305813,50,52,
1537,4.302474,50,52,
1538,4.299136,50,52,
1539,4.295818,50,52,
1540,4.292513,50,52,
1541,4.289209,50,52,
1542,4.285904,50,52,
1543,4.2826,50,52,
1544,4.279296,50,52,
1545,4.275991,50,52,
1546,4.272687,50,52,
1547,4.269382,50,52,
1548,4.266078,50,52,
1549,4.262773,50,52,
1550,4.259469,50,52,
1551,4.256164,50,52,
1552,4.25286,50,52,
1553,4.249555,50,52,
1554,4.246251,50,52,
1555,4.242946,50,52,
1556,4.239662,50,52,
1557,4.236392,50,52,
1558,4.233153,50,52,
1559,4.229917,50,52,
1560,4.22669,50,52,
1561,4.223487,50,52,
1562,4.220285,50,52,
1563,4.217083,50,52,
1564,4.213903,50,52,
1565,4.210735,50,52,
1566,4.207567,50,52,
1567,4.204398,50,52,
1568,4.20123,50,52,
1569,4.198062,50,52,
1570,4.194894,50,52,
1571,4.191726,50,52,
1572,4.188557,50,52,
1573,4.185417,50,52,
1574,4.182283,50,52,
1575,4.179149,50,52,
1576,4.176041,50,52,
1577,4.172941,50,52,
1578,4.169841,50,52,
1579,4.166745,50,52,
1580,4.163711,50,52,
1581,4.160679,50,52,
1582,4.157647,50,52,
1583,4.154636,50,52,
1584,4.151638,50,52,
1585,4.14864,50,52,
1586,4.145642,50,52,
1587,4.142644,50,52,
1588,4.139646,50,52,
1589,4.136648,50,52,
1590,4.133651,50,52,
1591,4.130653,50,52,
1592,4.127655,50,52,
1593,4.124657,50,52,
1594,4.121659,50,52,
1595,4.118661,50,52,
1596,4.115663,50,52,
1597,4.112666,50,52,
1598,4.109668,50,52,
1599,4.10667,50,52,
1600,4.103672,50,52,
1601,4.100674,50,52,
1602,4.097676,50,52,
1603,4.094678,50,52,
1604,4.091685,50,52,
1605,4.088721,50,52,
1606,4.085789,50,52,
1607,4.082859,50,52,
1608,4.079929,50,52,
1609,4.077025,50,52,
1610,4.07413,50,52,
1611,4.071234,50,52,
1612,4.06837,50,52,
1613,4.065541,50,52,
1614,4.062713,50,52,
1615,4.059885,50,52,
1616,4.057058,50,52,
1617,4.05423,50,52,
1618,4.051403,50,52,
1619,4.048607,50,52,
1620,4.045814,50,52,
1621,4.043052,50,52,
1622,4.040292,50,52,
1623,4.037533,50,52,
1624,4.034774,50,52,
1625,4.032014,50,52,
1626,4.029255,50,52,
1627,4.026495,50,52,
1628,4.023736,50,52,
1629,4.021009,50,52,
1630,4.018284,50,52,
1631,4.015564,50,52,
1632,4.012905,50,52,
1633,4.010248,50,52,
1634,4.007591,50,52,
1635,4.004933,50,52,
1636,4.002276,50,52,
1637,3.999619,50,52,
1638,3.996962,50,52,
1639,3.994305,50,52,
1640,3.991647,50,52,
1641,3.98899,50,52,
1642,3.986333,50,52,
1643,3.983676,50,52,
1644,3.981019,50,52,
1645,3.978361,50,52,
1646,3.975704,50,52,
1647,3.973047,50,52,
1648,3.97039,50,52,
1649,3.967733,50,52,
1650,3.965075,50,52,
1651,3.962418,50,52,
1652,3.959774,50,52,
1653,3.957151,50,52,
1654,3.954527,50,52,
1655,3.951904,50,52,
1656,3.949295,50,52,
1657,3.946706,50,52,
1658,3.944117,50,52,
1659,3.941529,50,52,
1660,3.938974,50,52,
1661,3.936419,50,52,
1662,3.933876,50,52,
1663,3.931355,50,52,
1664,3.928834,50,52,
1665,3.926313,50,52,
1666,3.923792,50,52,
1667,3.921271,50,52,
1668,3.91875,50,52,
1669,3.916229,50,52,
1670,3.913708,50,52,
1671,3.911187,50,52,
1672,3.908666,50,52,
1673,3.906145,50,52,
1674,3.903633,50,52,
1675,3.901172,50,52,
1676,3.898753,50,52,
1677,3.896366,50,52,
1678,3.893982,50,52,
1679,3.891613,50,52,
1680,3.889263,50,52,
1681,3.886912,50,52,
1682,3.884561,50,52,
1683,3.882211,50,52,
1684,3.87986,50,52,
1685,3.87751,50,52,
1686,3.875159,50,52,
1687,3.872808,50,52,
1688,3.870458,50,52,
1689,3.868107,50,52,
1690,3.865761,50,52,
1691,3.863444,50,52,
1692,3.861128,50,52,
1693,3.858811,50,52,
1694,3.856495,50,52,
1695,3.854178,50,52,
1696,3.851861,50,52,
1697,3.849545,50,52,
1698,3.847228,50,52,
1699,3.844912,50,52,
1700,3.842595,50,52,
1701,3.840279,50,52,
1702,3.837962,50,52,
1703,3.835646,50,52,
1704,3.833329,50,52,
1705,3.831013,50,52,
1706,3.828696,50,52,
1707,3.826401,50,52,
1708,3.824118,50,52,
1709,3.821836,50,52,
1710,3.819553,50,52,
1711,3.817271,50,52,
1712,3.814989,50,52,
1713,3.812706,50,52,
1714,3.810452,50,52,
1715,3.808204,50,52,
1716,3.805963,50,52,
1717,3.803776,50,52,
1718,3.801596,50,52,
1719,3.799416,50,52,
1720,3.797236,50,52,
1721,3.795072,50,52,
1722,3.792926,50,52,
1723,3.79078,50,52,
1724,3.788633,50,52,
1725,3.786487,50,52,
1726,3.784341,50,52,
1727,3.782195,50,52,
1728,3.780049,50,52,
1729,3.777902,50,52,
1730,3.775756,50,52,
1731,3.77361,50,52,
1732,3.771471,50,52,
1733,3.769359,50,52,
1734,3.767247,50,52,
1735,3.76515,50,52,
1736,3.763072,50,52,
1737,3.760994,50,52,
1738,3.758916,50,52,
1739,3.756838,50,52,
1740,3.75476,50,52,
1741,3.752682,50,52,
1742,3.750604,50,52,
1743,3.748526,50,52,
1744,3.746448,50,52,
1745,3.74437,50,52,
1746,3.742292,50,52,
1747,3.740213,50,52,
1748,3.738135,50,52,
1749,3.736057,50,52,
1750,3.733979,50,52,
1751,3.731901,50,52,
1752,3.729823,50,52,
1753,3.727745,50,52,
1754,3.725667,50,52,
1755,3.723589,50,52,
1756,3.721511,50,52,
1757,3.719433,50,52,
1758,3.717355,50,52,
1759,3.715277,50,52,
1760,3.713217,50,52,
1761,3.711173,50,52,
1762,3.709129,50,52,
1763,3.707085,50,52,
1764,3.705041,50,52,
1765,3.702997,50,52,
1766,3.700953,50,52,
1767,3.698909,50,52,
1768,3.696865,50,52,
1769,3.694821,50,52,
1770,3.692778,50,52,
1771,3.690768,50,52,
1772,3.68876,50,52,
1773,3.686784,50,52,
1774,3.684808,50,52,
1775,3.682832,50,52,
1776,3.680856,50,52,
1777,3.67888,50,52,
1778,3.676931,50,52,
1779,3.674989,50,52,
1780,3.673047,50,52,
1781,3.671106,50,52,
1782,3.669164,50,52,
1783,3.667222,50,52,
1784,3.66528,50,52,
1785,3.663338,50,52,
1786,3.661397,50,52,
1787,3.659455,50,52,
1788,3.657513,50,52,
1789,3.655571,50,52,
1790,3.653629,50,52,
1791,3.651688,50,52,
1792,3.649746,50,52,
1793,3.647804,50,52,
1794,3.645862,50,52,
1795,3.64392,50,52,
1796,3.641979,50,52,
1797,3.640037,50,52,
1798,3.638095,50,52,
1799,3.636153,50,52,
1800,3.634211,50,52,
1801,3.63227,50,52,
1802,3.630328,50,52,
1803,3.628386,50,52,
1804,3.626444,50,52,
1805,3.624502,50,52,
1806,3.622588,50,52,
1807,3.62068,50,52,
1808,3.618773,50,52,
1809,3.616865,50,52,
1810,3.614957,50,52,
1811,3.613049,50,52,
1812,3.611145,50,52,
1813,3.609271,50,52,
1814,3.607412,50,52,
1815,3.605572,50,52,
1816,3.603732,50,52,
1817,3.601893,50,52,
1818,3.600053,50,52,
1819,3.598214,50,52,
1820,3.596374,50,52,
1821,3.594534,50,52,
1822,3.592695,50,52,
1823,3.590855,50,52,
1824,3.589016,50,52,
1825,3.587176,50,52,
1826,3.585336,50,52,
1827,3.583497,50,52,
1828,3.581657,50,52,
1829,3.579818,50,52,
1830,3.577987,50,52,
1831,3.576181,50,52,
1832,3.574376,50,52,
1833,3.57257,50,52,
1834,3.570764,50,52,
1835,3.568959,50,52,
1836,3.567153,50,52,
1837,3.565348,50,52,
1838,3.563542,50,52,
1839,3.561737,50,52,
1840,3.559931,50,52,
1841,3.558129,50,52,
1842,3.556358,50,52,
1843,3.554588,50,52,
1844,3.552851,50,52,
1845,3.551114,50,52,
1846,3.549376,50,52,
1847,3.547642,50,52,
1848,3.545939,50,52,
1849,3.544235,50,52,
1850,3.542532,50,52,
1851,3.540829,50,52,
1852,3.539125,50,52,
1853,3.537422,50,52,
1854,3.535719,50,52,
1855,3.53404,50,52,
1856,3.53237,50,52,
1857,3.530701,50,52,
1858,3.529032,50,52,
1859,3.527362,50,52,
1860,3.525693,50,52,
1861,3.524024,50,52,
1862,3.522355,50,52,
1863,3.520685,50,52,
1864,3.519016,50,52,
1865,3.517347,50,52,
1866,3.515678,50,52,
1867,3.514008,50,52,
1868,3.512339,50,52,
1869,3.51067,50,52,
1870,3.509001,50,52,
1871,3.507331,50,52,
1872,3.505662,50,52,
1873,3.503993,50,52,
1874,3.502323,50,52,
1875,3.500654,50,52,
1876,3.498985,50,52,
1877,3.497316,50,52,
1878,3.495646,50,52,
1879,3.493977,50,52,
1880,3.492308,50,52,
1881,3.490639,50,52,
1882,3.488969,50,52,
1883,3.4873,50,52,
1884,3.485631,50,52,
1885,3.483961,50,52,
1886,3.482313,50,52,
1887,3.480678,50,52,
1888,3.479043,50,52,
1889,3.477408,50,52,
1890,3.475773,50,52,
1891,3.474137,50,52,
1892,3.472502,50,52,
1893,3.470867,50,52,
1894,3.469232,50,52,
1895,3.467597,50,52,
1896,3.465961,50,52,
1897,3.464326,50,52,
1898,3.462691,50,52,
1899,3.461056,50,52,
1900,3.459421,50,52,
1901,3.457785,50,52,
1902,3.45615,50,52,
1903,3.454515,50,52,
1904,3.45288,50,52,
1905,3.451245,50,52,
1906,3.449609,50,52,
1907,3.447974,50,52,
1908,3.446339,50,52,
1909,3.444704,50,52,
1910,3.443069,50,52,
1911,3.441433,50,52,
1912,3.439798,50,52,
1913,3.438163,50,52,
1914,3.436528,50,52,
1915,3.434893,50,52,
1916,3.433257,50,52,
1917,3.431654,50,52,
1918,3.430053,50,52,
1919,3.428452,50,52,
1920,3.426863,50,52,
1921,3.425296,50,52,
1922,3.423728,50,52,
1923,3.422161,50,52,
1924,3.420594,50,52,
1925,3.419027,50,52,
1926,3.41746,50,52,
1927,3.415893,50,52,
1928,3.414326,50,52,
1929,3.412759,50,52,
1930,3.411192,50,52,
1931,3.409625,50,52,
1932,3.408058,50,52,
1933,3.406495,50,52,
1934,3.404962,50,52,
1935,3.403429,50,52,
1936,3.401896,50,52,
1937,3.400363,50,52,
1938,3.39883,50,52,
1939,3.397297,50,52,
1940,3.395764,50,52,
1941,3.394231,50,52,
1942,3.392698,50,52,
1943,3.391165,50,52,
1944,3.389632,50,52,
1945,3.388099,50,52,
1946,3.386588,50,52,
1947,3.385089,50,52,
1948,3.38359,50,52,
1949,3.382091,50,52,
1950,3.380592,50,52,
1951,3.379093,50,52,
1952,3.377594,50,52,
1953,3.376096,50,52,
1954,3.374597,50,52,
1955,3.373098,50,52,
1956,3.371606,50,52,
1957,3.370141,50,52,
1958,3.368676,50,52,
1959,3.367211,50,52,
1960,3.365746,50,52,
1961,3.364282,50,52,
1962,3.362817,50,52,
1963,3.361352,50,52,
1964,3.359887,50,52,
1965,3.358422,50,52,
1966,3.356957,50,52,
1967,3.355492,50,52,
1968,3.354028,50,52,
1969,3.352563,50,52,
1970,3.351098,50,52,
1971,3.349633,50,52,
1972,3.348168,50,52,
1973,3.346703,50,52,
1974,3.345238,50,52,
1975,3.343773,50,52,
1976,3.342309,50,52,
1977,3.340844,50,52,
1978,3.339379,50,52,
1979,3.337914,50,52,
1980,3.336449,50,52,
1981,3.334984,50,52,
1982,3.333519,50,52,
1983,3.332055,50,52,
1984,3.33059,50,52,
1985,3.329125,50,52,
1986,3.32766,50,52,
1987,3.326195,50,52,
1988,3.324749,50,52,
1989,3.323319,50,52,
1990,3.321888,50,52,
1991,3.320457,50,52,
1992,3.319026,50,52,
1993,3.317595,50,52,
1994,3.316165,50,52,
1995,3.314734,50,52,
1996,3.313303,50,52,
1997,3.311872,50,52,
1998,3.310441,50,52,
1999,3.309011,50,52,
2000,3.30758,50,52,
2001,3.306149,50,52,
2002,3.304749,50,52,
2003,3.303353,50,52,
2004,3.301956,50,52,
2005,3.300559,50,52,
2006,3.299163,50,52,
2007,3.297766,50,52,
2008,3.296369,50,52,
2009,3.294972,50,52,
2010,3.293605,50,52,
2011,3.292242,50,52,
2012,3.290879,50,52,
2013,3.289517,50,52,
2014,3.288154,50,52,
2015,3.286791,50,52,
2016,3.285429,50,52,
2017,3.284079,50,52,
2018,3.282751,50,52,
2019,3.281422,50,52,
2020,3.280094,50,52,
2021,3.278765,50,52,
2022,3.277436,50,52,
2023,3.276108,50,52,
2024,3.274779,50,52,
2025,3.273451,50,52,
2026,3.272122,50,52,
2027,3.270793,50,52,
2028,3.269465,50,52,
2029,3.268136,50,52,
2030,3.266808,50,52,
2031,3.265479,50,52,
2032,3.26415,50,52,
2033,3.262822,50,52,
2034,3.261493,50,52,
2035,3.260165,50,52,
2036,3.258836,50,52,
2037,3.257507,50,52,
2038,3.256179,50,52,
2039,3.25485,50,52,
2040,3.253522,50,52,
2041,3.252228,50,52,
2042,3.250968,50,52,
2043,3.249708,50,52,
2044,3.248447,50,52,
2045,3.247187,50,52,
2046,3.245926,50,52,
2047,3.244694,50,52,
2048,3.243468,50,52,
2049,3.242242,50,52,
2050,3.241015,50,52,
2051,3.239789,50,52,
2052,3.238562,50,52,
2053,3.237336,50,52,
2054,3.23611,50,52,
2055,3.234883,50,52,
2056,3.233657,50,52,
2057,3.23243,50,52,
2058,3.231204,50,52,
2059,3.229978,50,52,
2060,3.228774,50,52,
2061,3.227581,50,52,
2062,3.226389,50,52,
2063,3.225197,50,52,
2064,3.224004,50,52,
2065,3.222812,50,52,
2066,3.22162,50,52,
2067,3.220427,50,52,
2068,3.219235,50,52,
2069,3.218077,50,52,
2070,3.216944,50,52,
2071,3.215819,50,52,
2072,3.214695,50,52,
2073,3.213571,50,52,
2074,3.212447,50,52,
2075,3.211323,50,52,
2076,3.210198,50,52,
2077,3.209074,50,52,
2078,3.20795,50,52,
2079,3.206826,50,52,
2080,3.205702,50,52,
2081,3.204577,50,52,
2082,3.203453,50,52,
2083,3.202329,50,52,
2084,3.201205,50,52,
2085,3.200081,50,52,
2086,3.198956,50,52,
2087,3.197832,50,52,
2088,3.196708,50,52,
2089,3.195584,50,52,
2090,3.19446,50,52,
2091,3.193335,50,52,
2092,3.192211,50,52,
2093,3.191087,50,52,
2094,3.189963,50,52,
2095,3.188839,50,52,
2096,3.187714,50,52,
2097,3.18659,50,52,
2098,3.185475,50,52,
2099,3.184385,50,52,
2100,3.183295,50,52,
2101,3.182205,50,52,
2102,3.181114,50,52,
2103,3.180024,50,52,
2104,3.178934,50,52,
2105,3.177844,50,52,
2106,3.176754,50,52,
2107,3.175664,50,52,
2108,3.174574,50,52,
2109,3.173514,50,52,
2110,3.172458,50,52,
2111,3.171402,50,52,
2112,3.170346,50,52,
2113,3.16929,50,52,
2114,3.168234,50,52,
2115,3.167178,50,52,
2116,3.166122,50,52,
2117,3.165066,50,52,
2118,3.16401,50,52,
2119,3.162954,50,52,
2120,3.161898,50,52,
2121,3.160842,50,52,
2122,3.159786,50,52,
2123,3.158742,50,52,
2124,3.15772,50,52,
2125,3.156698,50,52,
2126,3.155676,50,52,
2127,3.154656,50,52,
2128,3.153668,50,52,
2129,3.15268,50,52,
2130,3.151692,50,52,
2131,3.150704,50,52,
2132,3.149716,50,52,
2133,3.148758,50,52,
2134,3.147805,50,52,
2135,3.146851,50,52,
2136,3.145897,50,52,
2137,3.144943,50,52,
2138,3.143989,50,52,
2139,3.143035,50,52,
2140,3.142081,50,52,
2141,3.141128,50,52,
2142,3.140174,50,52,
2143,3.13922,50,52,
2144,3.138266,50,52,
2145,3.137312,50,52,
2146,3.136358,50,52,
2147,3.135404,50,52,
2148,3.13445,50,52,
2149,3.133497,50,52,
2150,3.132543,50,52,
2151,3.131594,50,52,
2152,3.130674,50,52,
2153,3.129754,50,52,
2154,3.128834,50,52,
2155,3.127914,50,52,
2156,3.126995,50,52,
2157,3.126075,50,52,
2158,3.125155,50,52,
2159,3.124235,50,52,
2160,3.123315,50,52,
2161,3.122401,50,52,
2162,3.121515,50,52,
2163,3.120629,50,52,
2164,3.119743,50,52,
2165,3.118858,50,52,
2166,3.117972,50,52,
2167,3.117086,50,52,
2168,3.1162,50,52,
2169,3.115315,50,52,
2170,3.114429,50,52,
2171,3.113543,50,52,
2172,3.112657,50,52,
2173,3.111772,50,52,
2174,3.110886,50,52,
2175,3.11,50,52,
2176,3.109115,50,52,
2177,3.108229,50,52,
2178,3.107343,50,52,
2179,3.106457,50,52,
2180,3.105572,50,52,
2181,3.104686,50,52,
2182,3.1038,50,52,
2183,3.102914,50,52,
2184,3.102029,50,52,
