MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
40, 5, 8.000000, 95, true

Tic, MuscleMass, Anabolic, Catabolic
0, 18.905727, 50.000000, 52.000000
1, 18.925367, 83.089852, 76.775090
2, 18.948525, 77.657650, 70.781140
3, 18.975565, 72.335015, 64.925769
4, 19.006897, 67.128850, 59.232695
5, 19.041456, 62.045531, 54.029806
6, 19.088165, 95.051720, 78.867527
7, 19.139533, 89.410891, 72.836905
8, 19.192041, 83.871175, 66.942455
9, 19.243642, 78.438313, 61.193398
10, 19.294092, 73.117352, 55.735883
11, 19.349407, 108.104614, 82.254479
12, 19.403767, 102.268628, 76.164951
13, 19.457109, 96.525405, 70.207569
14, 19.509367, 90.879459, 64.390766
15, 19.560472, 85.334917, 58.739044
16, 19.616178, 119.719509, 84.856693
17, 19.670955, 113.732131, 78.727270
18, 19.724740, 107.830835, 72.726533
19, 19.777472, 102.019618, 66.862707
20, 19.829082, 96.302027, 61.143922
21, 19.885191, 131.060373, 87.624045
22, 19.940393, 124.940288, 81.452796
23, 19.994629, 118.901087, 75.407374
24, 20.047843, 112.946053, 69.495333
25, 20.099968, 107.078239, 63.724349
26, 20.156225, 139.963887, 88.772789
27, 20.211589, 133.753027, 82.594249
28, 20.266000, 127.618922, 76.539634
29, 20.319401, 121.564752, 70.616701
30, 20.371729, 115.593299, 64.832999
31, 20.428407, 150.690639, 91.689845
32, 20.484211, 144.372940, 85.466876
33, 20.539088, 138.128213, 79.365184
34, 20.592983, 131.959129, 73.391862
35, 20.645836, 125.868123, 67.554000
36, 20.702723, 159.491920, 93.278836
37, 20.758751, 153.096999, 87.040103
38, 20.813867, 146.771828, 80.920565
39, 20.868018, 140.518934, 74.927290
40, 20.921147, 134.340567, 69.067205
41, 20.978405, 169.466557, 96.022030
42, 21.034823, 162.986734, 89.745202
43, 21.090351, 156.573701, 83.585126
44, 21.144939, 150.229663, 77.548372
45, 21.198533, 143.956634, 71.641490
46, 21.256139, 179.138514, 98.687117
47, 21.312925, 172.582397, 92.375376
48, 21.368842, 166.090275, 86.177734
49, 21.423842, 159.664197, 80.100550
50, 21.477874, 153.306012, 74.150101
51, 21.535890, 188.966193, 101.960191
52, 21.593106, 182.337158, 95.605008
53, 21.649478, 175.769630, 89.361067
54, 21.704959, 169.265470, 83.234393
55, 21.759501, 162.826363, 77.230925
56, 21.817785, 195.127356, 104.182685
57, 21.875284, 188.460022, 97.803221
58, 21.931955, 181.852751, 91.532938
59, 21.987753, 175.307255, 85.377740
60, 22.042631, 168.825110, 79.343376
61, 22.101328, 198.527627, 107.698768
62, 22.159261, 191.846655, 101.275171
63, 22.216389, 185.225018, 94.957906
64, 22.272670, 178.664259, 88.752575
65, 22.328059, 172.165878, 82.664673
66, 22.387087, 199.058871, 110.540141
67, 22.445366, 192.388383, 104.083430
68, 22.502858, 185.777044, 97.731024
69, 22.559521, 179.226330, 91.488231
70, 22.615314, 172.737713, 85.360267
71, 22.674710, 199.609504, 113.745479
72, 22.733372, 192.949266, 107.250541
73, 22.791265, 186.347974, 100.857831
74, 22.848351, 179.807041, 94.572278
75, 22.904589, 173.327916, 88.398800
76, 22.964306, 199.764942, 116.676492
77, 23.023307, 193.118259, 110.149424
78, 23.081555, 186.530349, 103.722479
79, 23.139014, 180.002602, 97.400394
80, 23.195645, 173.536457, 91.187881
