MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
30, 5, 8.000000, 95, true

Tic, MuscleMass, Anabolic, Catabolic
0, 20.960115, 50.000000, 52.000000
1, 20.980617, 85.326341, 78.560390
2, 21.004677, 79.972481, 72.624341
3, 21.032632, 74.723091, 66.821196
4, 21.064902, 69.584864, 61.168468
5, 21.100875, 64.563653, 55.900933
6, 21.148664, 101.398776, 83.785096
7, 21.200929, 95.771907, 77.746786
8, 21.254330, 90.239773, 71.836826
9, 21.306905, 84.807219, 66.063210
10, 21.358363, 79.478540, 60.433908
11, 21.414622, 116.563107, 88.604749
12, 21.469991, 110.720933, 82.481505
13, 21.524414, 104.965014, 76.481611
14, 21.577835, 99.299105, 70.612253
15, 21.630194, 93.726652, 64.880685
16, 21.686926, 129.435775, 92.025009
17, 21.742796, 123.436742, 85.849517
18, 21.797750, 117.517526, 79.793533
19, 21.851736, 111.681467, 73.864014
20, 21.904698, 105.931554, 68.067853
21, 21.962041, 143.301469, 96.590508
22, 22.018553, 137.149598, 90.343726
23, 22.074185, 131.072107, 84.212415
24, 22.128889, 125.071718, 78.202846
25, 22.182612, 119.150957, 72.321363
26, 22.240401, 155.554056, 100.118532
27, 22.297385, 149.282354, 93.822936
28, 22.353517, 143.080428, 87.639191
29, 22.408751, 136.950868, 81.573543
30, 22.463036, 130.895949, 75.632061
31, 22.521179, 166.668504, 102.968189
32, 22.578534, 160.297791, 96.636206
33, 22.635058, 153.993442, 90.413710
34, 22.690705, 147.757735, 84.306590
35, 22.745430, 141.592702, 78.320623
36, 22.804050, 178.920531, 106.928670
37, 22.861905, 172.447249, 100.543334
38, 22.918953, 166.037092, 94.264596
39, 22.975152, 159.692022, 88.097886
40, 23.030460, 153.413831, 82.048602
41, 23.089700, 192.444759, 112.300503
42, 23.148202, 185.865506, 105.842435
43, 23.205929, 179.346169, 99.487190
44, 23.262843, 172.888442, 93.239736
45, 23.318903, 166.493911, 87.105064
46, 23.378662, 198.914413, 117.029494
47, 23.437707, 192.294336, 110.512203
48, 23.496002, 185.732923, 104.094662
49, 23.553512, 179.231619, 97.781473
50, 23.610200, 172.791868, 91.577270
51, 23.670284, 199.328552, 120.170931
52, 23.729671, 192.719520, 113.620903
53, 23.788326, 186.168907, 107.168148
54, 23.846216, 179.678146, 100.817359
55, 23.903302, 173.248676, 94.573058
56, 23.963860, 199.841687, 124.773662
57, 24.023740, 193.242662, 118.170399
58, 24.082909, 186.701890, 111.662004
59, 24.141336, 180.220729, 105.252662
60, 24.198987, 173.800592, 98.946565
61, 24.259916, 199.710798, 128.519800
62, 24.320184, 193.127169, 121.877324
63, 24.379760, 186.601663, 115.327334
64, 24.438614, 180.135639, 108.873890
65, 24.496713, 173.730507, 102.521005
66, 24.557926, 199.745498, 131.420415
67, 24.618490, 193.175766, 124.750553
68, 24.678376, 186.663996, 118.171396
69, 24.737554, 180.211544, 111.686954
70, 24.795994, 173.819811, 105.301110
71, 24.857603, 199.676792, 135.649901
72, 24.918580, 193.121759, 128.937016
73, 24.978895, 186.624529, 122.312783
74, 25.038523, 180.186469, 115.780890
75, 25.097433, 173.808982, 109.344997
76, 25.159329, 199.624089, 139.314342
77, 25.220651, 193.083470, 132.567050
78, 25.281330, 186.600513, 125.906381
79, 25.341338, 180.176583, 119.335983
