MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50, 5, 12.000000, 95, true

Tic, MuscleMass, Anabolic, Catabolic
0, 15.588661, 50.000000, 52.000000
1, 15.607631, 75.044031, 69.503980
2, 15.631559, 65.968085, 59.913484
3, 15.652904, 57.313001, 52.544259
4, 15.646569, 50.724924, 52.000000
5, 15.636724, 50.000000, 52.000000
6, 15.656167, 75.893309, 70.181643
7, 15.680838, 66.786056, 60.504586
8, 15.705406, 58.008722, 52.543602
9, 15.699221, 50.750234, 52.000000
10, 15.689376, 50.000000, 52.000000
11, 15.708922, 76.263544, 70.483384
12, 15.733686, 67.165087, 60.814547
13, 15.758207, 58.406636, 52.886559
14, 15.754250, 51.211215, 52.000000
15, 15.744405, 50.000000, 52.000000
16, 15.764541, 77.313978, 71.316111
17, 15.789936, 68.169278, 61.590516
18, 15.818897, 59.345935, 52.850165
19, 15.815222, 51.266121, 52.000000
20, 15.805376, 50.000000, 52.000000
21, 15.824890, 76.081531, 70.333044
22, 15.849679, 66.983033, 60.652841
23, 15.874555, 58.216130, 52.654957
24, 15.869249, 50.928368, 52.000000
25, 15.859403, 50.000000, 52.000000
26, 15.879033, 76.196692, 70.420820
27, 15.903990, 67.094525, 60.725926
28, 15.930037, 58.308854, 52.519938
29, 15.923926, 50.761159, 52.000000
30, 15.914081, 50.000000, 52.000000
31, 15.933317, 75.585946, 69.933356
32, 15.957629, 66.511513, 60.319209
33, 15.980420, 57.840121, 52.722466
34, 15.975212, 50.961769, 52.000000
35, 15.965373, 50.001288, 52.000000
36, 15.984674, 75.766127, 70.084877
37, 16.009063, 66.699839, 60.475830
38, 16.032683, 58.003761, 52.713563
39, 16.027648, 50.986848, 52.000000
40, 16.017803, 50.000000, 52.000000
41, 16.037533, 76.545028, 70.698671
42, 16.062597, 67.445020, 61.004832
43, 16.087886, 58.661157, 52.958965
44, 16.084570, 51.341026, 52.000000
45, 16.074724, 50.000000, 52.000000
46, 16.095074, 77.803380, 71.703841
47, 16.120601, 68.664910, 61.996816
48, 16.149869, 59.868403, 53.236645
49, 16.148887, 51.829026, 52.000000
50, 16.139052, 50.002208, 52.000000
51, 16.158823, 76.631222, 70.768413
52, 16.183807, 67.536554, 61.100834
53, 16.209309, 58.779064, 53.020140
54, 16.206430, 51.435899, 52.000000
55, 16.196585, 50.000000, 52.000000
56, 16.216307, 76.533797, 70.689755
57, 16.241338, 67.446588, 61.012845
58, 16.266523, 58.678325, 52.998941
59, 16.263388, 51.383601, 52.000000
60, 16.253543, 50.000000, 52.000000
61, 16.273309, 76.912305, 71.012772
62, 16.298152, 67.830514, 61.386071
63, 16.324531, 59.129657, 53.148095
64, 16.322679, 51.643479, 52.000000
