MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50, 5, 8.000000, 55, true

Tic, MuscleMass, Anabolic, Catabolic
0, 16.110632, 50.000000, 52.000000
1, 16.112097, 56.543971, 56.048532
2, 16.110630, 52.548601, 52.770462
3, 16.103001, 50.476303, 52.016731
4, 16.093207, 50.010463, 52.000000
5, 16.083361, 50.000000, 52.000000
6, 16.084319, 56.700097, 56.283604
7, 16.083507, 52.943514, 53.012913
8, 16.076550, 50.632620, 52.031546
9, 16.066833, 50.025838, 52.000000
10, 16.056987, 50.000000, 52.000000
11, 16.059288, 57.173072, 56.478066
12, 16.058664, 53.011685, 53.037132
13, 16.051950, 50.740104, 52.081149
14, 16.042568, 50.095689, 52.000000
15, 16.032735, 50.002542, 52.000000
16, 16.037019, 59.137324, 57.939415
17, 16.039818, 54.642275, 53.894244
18, 16.036977, 51.661910, 52.183527
19, 16.028225, 50.223635, 52.000000
20, 16.018380, 50.000000, 52.000000
21, 16.019397, 56.122018, 55.737680
22, 16.017027, 52.253151, 52.666278
23, 16.009070, 50.437420, 52.040834
24, 15.999393, 50.034487, 52.000000
25, 15.989548, 50.000000, 52.000000
26, 15.992127, 57.109028, 56.379302
27, 15.992779, 52.945913, 52.734281
28, 15.984835, 50.395657, 52.005105
29, 15.975003, 50.002772, 52.000000
30, 15.965158, 50.000000, 52.000000
31, 15.969007, 58.703411, 57.617977
32, 15.971742, 54.228506, 53.517846
33, 15.966763, 51.250514, 52.214504
34, 15.958202, 50.267363, 52.000135
35, 15.948420, 50.012825, 52.000000
36, 15.950307, 57.184000, 56.561278
37, 15.950077, 53.136222, 53.077334
38, 15.943134, 50.681286, 52.073623
39, 15.933581, 50.060689, 52.000000
40, 15.923735, 50.000000, 52.000000
41, 15.927549, 58.587518, 57.520612
42, 15.930223, 54.095415, 53.412709
43, 15.924725, 50.995899, 52.086787
44, 15.915356, 50.098268, 52.000000
45, 15.905513, 50.000409, 52.000000
46, 15.905937, 55.731775, 55.472686
47, 15.902305, 51.990223, 52.664747
48, 15.894065, 50.376449, 52.040070
49, 15.884359, 50.028663, 52.000000
50, 15.874514, 50.000000, 52.000000
51, 15.878606, 58.405280, 57.305074
52, 15.881219, 53.838227, 53.188359
53, 15.874808, 50.733472, 52.023866
54, 15.865026, 50.012812, 52.000000
55, 15.855181, 50.000000, 52.000000
56, 15.858355, 57.975976, 57.068785
57, 15.859587, 53.625988, 53.253543
58, 15.853598, 50.895647, 52.087741
59, 15.844289, 50.114002, 52.002512
60, 15.834484, 50.008264, 52.000000
61, 15.836240, 56.903710, 56.322099
62, 15.835427, 52.904334, 52.973902
63, 15.828765, 50.690876, 52.027748
64, 15.819037, 50.023849, 52.000000
65, 15.809192, 50.000000, 52.000000
66, 15.812051, 57.954979, 57.106107
67, 15.813458, 53.882669, 53.457297
68, 15.808994, 51.185161, 52.059927
69, 15.799583, 50.088418, 52.000000
70, 15.789738, 50.000000, 52.000000
71, 15.791318, 56.628919, 56.102737
72, 15.790426, 52.687705, 52.786100
73, 15.782767, 50.530688, 52.069295
74, 15.773303, 50.079379, 52.000000
75, 15.763473, 50.002889, 52.000000
76, 15.764952, 56.631356, 56.120078
77, 15.763748, 52.748160, 52.904050
78, 15.756433, 50.565440, 52.038218
79, 15.746722, 50.027336, 52.000000
80, 15.736877, 50.000000, 52.000000
81, 15.739594, 57.338108, 56.544493
82, 15.739004, 53.011906, 53.029881
83, 15.731802, 50.653842, 52.095909
84, 15.722407, 50.093502, 52.000000
85, 15.712562, 50.000000, 52.000000
86, 15.713781, 56.429568, 55.983701
87, 15.712394, 52.682221, 52.878007
88, 15.705112, 50.586217, 52.050870
89, 15.695496, 50.047058, 52.000000
90, 15.685651, 50.000000, 52.000000
91, 15.686621, 56.194119, 55.809723
92, 15.684817, 52.361930, 52.661917
93, 15.676461, 50.323505, 52.014745
94, 15.666676, 50.012346, 52.000000
95, 15.656831, 50.000000, 52.000000
96, 15.659789, 57.791670, 56.922037
97, 15.660173, 53.560510, 53.344698
98, 15.654247, 51.083879, 52.242327
99, 15.645593, 50.275200, 52.021936
100, 15.635995, 50.051137, 52.000000
101, 15.640567, 58.968736, 57.726201
102, 15.644027, 54.405641, 53.545285
103, 15.639356, 51.186961, 52.102641
104, 15.630225, 50.145750, 52.000000
105, 15.620379, 50.000000, 52.000000
106, 15.623812, 57.796889, 56.860024
107, 15.625124, 53.270551, 52.910128
108, 15.617524, 50.474789, 52.011115
109, 15.607695, 50.003324, 52.000000
110, 15.597850, 50.000000, 52.000000
111, 15.602153, 58.526270, 57.384428
112, 15.605047, 53.872969, 53.162072
113, 15.598561, 50.798240, 52.093569
114, 15.589240, 50.109614, 52.000000
115, 15.579414, 50.003887, 52.000000
116, 15.581729, 56.610748, 55.958590
117, 15.580433, 52.316201, 52.520104
118, 15.571739, 50.262003, 52.021375
119, 15.561964, 50.014381, 52.000000
120, 15.552119, 50.000000, 52.000000
