MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50, 6, 8.000000, 95, true

Tic, MuscleMass, Anabolic, Catabolic
0, 16.301724, 50.000000, 52.000000
1, 16.320239, 80.415586, 74.640685
2, 16.342249, 74.880854, 68.570365
3, 16.368121, 69.461615, 62.644021
4, 16.398312, 64.165792, 56.882997
5, 16.427870, 59.000669, 52.408253
6, 16.437251, 54.021715, 52.000000
7, 16.468127, 85.738078, 75.738834
8, 16.503049, 80.109319, 69.651594
9, 16.542459, 74.592387, 63.707895
10, 16.586666, 69.194102, 57.922119
11, 16.631500, 63.920987, 53.015194
12, 16.661035, 58.779657, 52.024146
13, 16.704180, 88.844738, 74.514347
14, 16.751236, 83.178442, 68.480270
15, 16.800892, 77.621009, 62.613259
16, 16.850296, 72.179177, 57.069068
17, 16.896673, 66.868018, 52.831952
18, 16.934531, 61.698353, 52.044321
19, 16.982824, 92.827738, 75.420070
20, 17.032855, 87.109048, 69.369840
21, 17.083423, 81.495830, 63.463004
22, 17.133660, 75.994259, 57.724904
23, 17.182459, 70.609894, 52.868987
24, 17.227220, 65.350165, 52.007449
25, 17.279276, 96.647599, 75.567082
26, 17.331558, 90.882525, 69.529308
27, 17.383375, 85.220063, 63.634454
28, 17.434250, 79.665901, 57.892481
29, 17.484046, 74.225148, 52.888522
30, 17.532491, 68.903138, 52.037478
31, 17.586339, 99.896540, 75.400043
32, 17.639496, 94.100124, 69.384000
33, 17.691582, 88.403404, 63.510392
34, 17.742486, 82.811801, 57.819306
35, 17.792265, 77.330196, 53.048014
36, 17.841416, 71.963659, 52.059177
37, 17.895625, 103.740109, 76.082468
38, 17.948931, 97.900135, 70.065908
39, 18.001159, 92.157254, 64.190755
40, 18.052217, 86.516350, 58.474475
41, 18.102084, 80.981905, 53.161871
42, 18.151679, 75.558611, 52.010550
43, 18.206090, 107.845707, 76.483937
44, 18.259484, 101.962080, 70.474677
45, 18.311789, 96.172850, 64.606074
46, 18.362932, 90.482425, 58.887391
47, 18.412918, 84.894962, 53.682308
48, 18.462522, 79.414832, 52.050145
49, 18.516898, 111.419486, 76.343840
50, 18.570263, 105.503431, 70.355176
51, 18.622543, 99.678736, 64.506239
52, 18.673666, 93.949856, 58.819078
53, 18.723689, 88.320811, 53.845176
54, 18.773289, 82.795774, 52.029481
55, 18.827835, 116.041093, 77.345972
56, 18.881379, 110.076580, 71.349823
57, 18.933851, 104.200776, 65.492018
58, 18.985183, 98.417763, 59.798870
59, 19.035378, 92.731252, 54.593883
60, 19.084981, 87.145104, 52.041483
61, 19.139502, 120.178959, 77.243160
62, 19.193028, 114.176745, 71.272703
63, 19.245488, 108.260675, 65.443268
64, 19.296819, 102.434633, 59.801591
65, 19.347010, 96.702152, 54.583844
66, 19.396632, 91.066887, 52.123882
67, 19.451373, 125.564156, 78.517885
68, 19.505129, 119.507396, 72.525452
69, 19.557830, 113.534131, 66.669175
70, 19.609411, 107.647850, 60.962908
71, 19.659806, 101.851790, 55.460527
72, 19.709415, 96.149316, 52.069224
73, 19.764161, 130.702208, 78.559640
74, 19.817925, 124.597752, 72.581319
75, 19.870639, 118.574064, 66.738506
76, 19.922235, 112.634476, 61.040085
77, 19.972645, 106.782038, 55.532445
78, 20.022278, 101.019899, 52.172632
79, 20.076967, 134.968713, 78.230626
80, 20.130675, 128.829092, 72.274440
81, 20.183334, 122.768070, 66.453490
82, 20.234874, 116.788871, 60.776832
83, 20.285235, 110.894391, 55.318368
84, 20.334853, 105.087604, 52.109164
85, 20.389810, 141.124616, 79.857949
86, 20.443800, 134.928878, 73.879665
87, 20.496758, 128.809308, 68.034841
88, 20.548618, 122.768751, 62.331889
89, 20.599308, 116.809857, 56.779375
90, 20.648994, 110.935371, 52.394795
91, 20.703949, 146.594137, 79.890387
92, 20.757941, 140.353995, 73.926336
93, 20.810904, 134.187684, 68.095183
94, 20.862774, 128.097911, 62.405348
95, 20.913480, 122.087184, 56.876862
96, 20.963238, 116.158086, 52.705152
97, 21.018278, 152.049863, 80.424783
98, 21.072359, 145.766912, 74.463038
99, 21.125420, 139.555790, 68.633391
100, 21.177395, 133.419006, 62.944083
101, 21.228213, 127.358891, 57.403479
102, 21.278043, 121.377856, 53.024797
103, 21.333152, 157.388374, 80.875022
104, 21.387312, 151.065488, 74.917527
105, 21.440459, 144.812302, 69.090821
106, 21.492530, 138.631269, 63.403245
107, 21.543457, 132.524624, 57.876371
108, 21.593301, 126.494657, 53.069980
