MODEL SETTING,,,,
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50,9,8,95, true
,,,,
Tic, MuscleMass, Anabolic, Catabolic,
1549,40.95,197.394636,91.468295,
1550,40.95,191.420949,85.875288,
1551,40.95,185.4974,80.387285,
1552,40.95,179.625399,75.010377,
1553,40.95,173.806175,69.75002,
1554,40.95,168.040973,64.611933,
1555,40.95,162.331085,59.602282,
1556,40.95,156.677856,54.782562,
1557,40.95,151.08269,52.081985,
1558,40.95,197.025654,90.76647,
1559,40.95,191.055402,85.187821,
1560,40.95,185.13518,79.713988,
1561,40.95,179.266513,74.351571,
1562,40.95,173.450666,69.106242,
1563,40.95,167.688901,63.986034,
1564,40.95,161.982519,59.015359,
1565,40.95,156.332871,54.31844,
1566,40.95,150.741369,52.010676,
1567,40.95,197.432519,91.498864,
1568,40.95,191.458635,85.905505,
1569,40.95,185.534799,80.41686,
1570,40.95,179.662473,75.039151,
1571,40.95,173.842906,69.777913,
1572,40.95,168.077349,64.638899,
1573,40.95,162.367096,59.628287,
1574,40.95,156.713493,54.7816,
1575,40.95,151.117944,52.068579,
1576,40.95,197.768438,91.89808,
1577,40.95,191.791716,86.297533,
1578,40.95,185.864984,80.801256,
1579,40.95,179.989704,75.415526,
1580,40.95,174.16712,70.145873,
1581,40.95,168.398479,64.998028,
1582,40.95,162.685071,59.978136,
1583,40.95,157.028238,55.11091,
1584,40.95,151.429379,52.161781,
1585,40.95,198.03724,92.311558,
1586,40.95,192.058091,86.702684,
1587,40.95,186.129016,81.198264,
1588,40.95,180.251384,75.804225,
1589,40.95,174.426413,70.525965,
1590,40.95,168.65534,65.369137,
1591,40.95,162.939448,60.339831,
1592,40.95,157.280073,55.477714,
1593,40.95,151.678613,52.142026,
1594,40.95,198.762538,93.340095,
1595,40.95,192.777226,87.711606,
1596,40.95,186.84194,82.187168,
1597,40.95,180.957976,76.77233,
1598,40.95,175.126533,71.472343,
1599,40.95,169.34884,66.292759,
1600,40.95,163.62617,61.239565,
1601,40.95,157.959855,56.319267,
1602,40.95,152.351283,52.34468,
1603,40.95,198.73573,93.18543,
1604,40.95,192.750683,87.560089,
1605,40.95,186.815639,82.038759,
1606,40.95,180.931919,76.627176,
1607,40.95,175.100726,71.330609,
1608,40.95,169.323288,66.154612,
1609,40.95,163.60088,61.105179,
1610,40.95,157.934833,56.188828,
1611,40.95,152.326534,52.393313,
1612,40.95,198.628914,93.826985,
1613,40.95,192.64489,88.190599,
1614,40.95,186.710831,82.657537,
1615,40.95,180.828095,77.233599,
1616,40.95,174.997897,71.924075,
1617,40.95,169.221472,66.734494,
1618,40.95,163.500096,61.670807,
1619,40.95,157.835103,56.813617,
1620,40.95,152.227883,52.767358,
1621,40.95,198.728652,93.256348,
1622,40.95,192.743614,87.629577,
1623,40.95,186.80861,82.106866,
1624,40.95,180.924938,76.693868,
1625,40.95,175.093797,71.395849,
1626,40.95,169.316413,66.218363,
1627,40.95,163.594063,61.167402,
1628,40.95,157.928076,56.24948,
1629,40.95,152.319842,52.57293,
1630,40.95,198.938163,94.167466,
1631,40.95,192.951425,88.52404,
1632,40.95,187.014645,82.98388,
1633,40.95,181.12915,77.552632,
1634,40.95,175.296142,72.23552,
1635,40.95,169.51685,67.038035,
1636,40.95,163.792547,61.966088,
1637,40.95,158.124561,57.026102,
1638,40.95,152.514278,52.739218,
1639,40.95,196.997811,91.549632,
1640,40.95,191.02789,85.957733,
1641,40.95,185.107972,80.469697,
1642,40.95,179.239604,75.092228,
1643,40.95,173.424056,69.830999,
1644,40.95,167.662591,64.699651,
1645,40.95,161.956511,59.737108,
1646,40.95,156.307168,55.077482,
1647,40.95,150.715972,52.05769,
1648,40.95,197.589529,91.787328,
1649,40.95,191.614195,86.188444,
1650,40.95,185.688985,80.694389,
1651,40.95,179.815297,75.31115,
1652,40.95,173.994355,70.04416,
1653,40.95,168.227399,64.899117,
1654,40.95,162.515718,59.884618,
1655,40.95,156.860653,55.140017,
1656,40.95,151.263607,52.122673,
1657,40.95,197.332349,91.219036,
1658,40.95,191.359458,85.631747,
1659,40.95,185.436544,80.14888,
1660,40.95,179.565136,74.777082,
1661,40.95,173.746497,69.522006,
1662,40.95,167.981885,64.389456,
1663,40.95,162.272596,59.393046,
1664,40.95,156.619977,54.694243,
1665,40.95,151.025434,52.049715,
1666,40.95,196.963698,90.708727,
1667,40.95,190.993953,85.131322,
1668,40.95,185.074249,79.658745,
1669,40.95,179.206118,74.297655,
1670,40.95,173.390825,69.053733,
1671,40.95,167.629629,63.939337,
1672,40.95,161.923833,58.979133,
1673,40.95,156.274788,54.337737,
1674,40.95,150.683904,52.007611,
1675,40.95,196.854068,90.747396,
1676,40.95,190.885099,85.168417,
1677,40.95,184.966256,79.694807,
1678,40.95,179.099027,74.332864,
1679,40.95,173.284665,69.088156,
1680,40.95,167.524431,63.966489,
1681,40.95,161.819624,58.974862,
1682,40.95,156.171597,54.34146,
1683,40.95,150.581761,52.084107,
1684,40.95,196.558663,90.535195,
1685,40.95,190.592153,84.960198,
1686,40.95,184.675824,79.490721,
1687,40.95,178.811178,74.1331,
1688,40.95,172.999468,68.892916,
1689,40.95,167.241955,63.775995,
1690,40.95,161.539939,58.788602,
1691,40.95,155.894776,54.271997,
1692,40.95,150.307879,52.040885,
1693,40.95,198.362513,92.873103,
1694,40.95,192.380608,87.253271,
1695,40.95,186.448727,81.737559,
1696,40.95,180.568231,76.331837,
1697,40.95,174.740332,71.041445,
1698,40.95,168.966267,65.871976,
1699,40.95,163.247314,60.829456,
1700,40.95,157.584806,55.930046,
1701,40.95,151.980137,52.197975,
1702,40.95,198.920713,93.428627,
1703,40.95,192.933989,87.797998,
1704,40.95,186.997335,82.271592,
1705,40.95,181.111995,76.854857,
1706,40.95,175.279156,71.552994,
1707,40.95,169.500041,66.37152,
1708,40.95,163.775919,61.316398,
1709,40.95,158.10812,56.40553,
1710,40.95,152.498027,52.349488,
1711,40.95,199.497505,94.29154,
1712,40.95,193.505847,88.644578,
1713,40.95,187.56425,83.101474,
1714,40.95,181.673882,77.667405,
1715,40.95,175.835911,72.34746,
1716,40.95,170.05155,67.147066,
1717,40.95,164.322064,62.0721,
1718,40.95,158.648771,57.128959,
1719,40.95,153.033053,52.560207,
1720,40.95,197.988712,92.091872,
1721,40.95,192.010097,86.488039,
1722,40.95,186.081519,80.988521,
1723,40.95,180.20436,75.599398,
1724,40.95,174.37985,70.326145,
1725,40.95,168.609235,65.174468,
1726,40.95,162.893801,60.150491,
1727,40.95,157.234889,55.319856,
1728,40.95,151.633896,52.213302,
1729,40.95,198.155334,92.125215,
1730,40.95,192.175224,86.519841,
1731,40.95,186.245151,81.018967,
1732,40.95,180.366494,75.628608,
1733,40.95,174.540469,70.354183,
1734,40.95,168.768314,65.201364,
1735,40.95,163.051312,60.176259,
1736,40.95,157.390799,55.318844,
1737,40.95,151.788171,52.146536,
1738,40.95,197.624012,91.565261,
1739,40.95,191.648491,85.97089,
1740,40.95,185.723008,80.481094,
1741,40.95,179.849018,75.102208,
1742,40.95,174.027757,69.839768,
1743,40.95,168.260474,64.699524,
1744,40.95,162.548459,59.687647,
1745,40.95,156.893054,54.905713,
1746,40.95,151.29566,52.122295,
1747,40.95,198.09454,91.916193,
1748,40.95,192.11494,86.31417,
1749,40.95,186.185394,80.816896,
1750,40.95,180.307274,75.43041,
1751,40.95,174.4818,70.160141,
1752,40.95,168.710209,65.011766,
1753,40.95,162.993785,59.991398,
1754,40.95,157.333865,55.124739,
1755,40.95,151.731844,52.084218,
1756,40.95,198.003846,91.847946,
1757,40.95,192.024994,86.247531,
1758,40.95,186.09623,80.752041,
1759,40.95,180.218909,75.36736,
1760,40.95,174.394246,70.098887,
1761,40.95,168.62348,64.952305,
1762,40.95,162.907897,59.933742,
1763,40.95,157.248834,55.084257,
1764,40.95,151.647689,52.100403,
1765,40.95,196.980146,90.357852,
1766,40.95,191.009988,84.786003,
1767,40.95,185.089992,79.31978,
1768,40.95,179.221611,73.965573,
1769,40.95,173.406087,68.728986,
1770,40.95,167.644672,63.615862,
1771,40.95,161.938663,58.632643,
1772,40.95,156.28941,54.02814,
1773,40.95,150.698321,52.073675,
1774,40.95,197.376404,91.817767,
1775,40.95,191.403123,86.219095,
1776,40.95,185.479895,80.724867,
1777,40.95,179.608171,75.341247,
1778,40.95,173.789198,70.073743,
1779,40.95,168.024233,64.929011,
1780,40.95,162.314573,59.921993,
1781,40.95,156.661568,55.115507,
1782,40.95,151.066623,52.137391,
1783,40.95,197.682643,92.368746,
1784,40.95,191.706686,86.759357,
1785,40.95,185.780813,81.254263,
1786,40.95,179.906435,75.859515,
1787,40.95,174.084783,70.580536,
1788,40.95,168.317101,65.422982,
1789,40.95,162.604675,60.394244,
1790,40.95,156.948848,55.753095,
1791,40.95,151.35102,52.228091,
1792,40.95,197.625246,92.073028,
1793,40.95,191.649923,86.469719,
1794,40.95,185.724567,80.97034,
1795,40.95,179.850661,75.581297,
1796,40.95,174.029458,70.308141,
1797,40.95,168.262215,65.156597,
1798,40.95,162.550226,60.132797,
1799,40.95,156.894838,55.273612,
1800,40.95,151.297454,52.187789,
1801,40.95,197.703099,91.811776,
1802,40.95,191.726903,86.212417,
1803,40.95,185.800781,80.717777,
1804,40.95,179.926149,75.333939,
1805,40.95,174.104234,70.066352,
1806,40.95,168.33628,64.920719,
1807,40.95,162.623574,59.908913,
1808,40.95,156.967458,55.113137,
1809,40.95,151.369333,52.209229,
1810,40.95,196.372359,90.428856,
1811,40.95,190.407872,84.857671,
1812,40.95,184.493378,79.390971,
1813,40.95,178.630514,74.035757,
1814,40.95,172.820579,68.797851,
1815,40.95,167.064852,63.683176,
1816,40.95,161.364644,58.700788,
1817,40.95,155.721314,54.044121,
1818,40.95,150.136281,52.057931,
1819,40.95,197.665959,92.246123,
1820,40.95,191.690203,86.638928,
1821,40.95,185.764465,81.136013,
1822,40.95,179.89018,75.743434,
1823,40.95,174.068596,70.46664,
1824,40.95,168.300965,65.311309,
1825,40.95,162.58858,60.283543,
1826,40.95,156.932787,55.461973,
1827,40.95,151.334988,52.164865,
1828,40.95,197.961551,91.988711,
1829,40.95,191.983132,86.386047,
1830,40.95,186.054738,80.887845,
1831,40.95,180.177779,75.500259,
1832,40.95,174.353486,70.22876,
1833,40.95,168.583103,65.07904,
1834,40.95,162.867914,60.057217,
1835,40.95,157.20926,55.205478,
1836,40.95,151.608537,52.168302,
1837,40.95,198.74136,93.044146,
1838,40.95,192.756337,87.421358,
1839,40.95,186.821296,81.90262,
1840,40.95,180.937569,76.493723,
1841,40.95,175.106359,71.199982,
1842,40.95,169.3289,66.026981,
1843,40.95,163.606467,60.992056,
1844,40.95,157.940391,56.138895,
1845,40.95,152.332062,52.240532,
1846,40.95,197.300362,91.04638,
1847,40.95,191.327558,85.46236,
1848,40.95,185.404852,79.983326,
1849,40.95,179.533699,74.615624,
1850,40.95,173.715336,69.364818,
1851,40.95,167.951013,64.236702,
1852,40.95,162.242023,59.237503,
1853,40.95,156.589712,54.656379,
1854,40.95,150.995487,52.173783,
1855,40.95,197.770469,92.021698,
1856,40.95,191.793613,86.418498,
1857,40.95,185.866809,80.919736,
1858,40.95,179.991484,75.531583,
1859,40.95,174.168868,70.259479,
1860,40.95,168.4002,65.109097,
1861,40.95,162.686769,60.086545,
1862,40.95,157.029913,55.227483,
1863,40.95,151.431033,52.099564,
1864,40.95,198.138402,92.484238,
1865,40.95,192.158649,86.872913,
1866,40.95,186.228878,81.365625,
1867,40.95,180.350502,75.968514,
1868,40.95,174.524751,70.687014,
1869,40.95,168.752867,65.535767,
1870,40.95,163.036133,60.545934,
1871,40.95,157.375887,55.779215,
1872,40.95,151.773524,52.171371,
1873,40.95,198.605782,93.007769,
1874,40.95,192.621855,87.385799,
1875,40.95,186.687939,81.867841,
1876,40.95,180.805358,76.459679,
1877,40.95,174.975322,71.166658,
1878,40.95,169.199065,65.994379,
1879,40.95,163.477864,60.948866,
1880,40.95,157.813052,56.062714,
1881,40.95,152.20602,52.266316,
1882,40.95,197.958066,91.539219,
1883,40.95,191.979598,85.944751,
1884,40.95,186.051209,80.455309,
1885,40.95,180.174273,75.076983,
1886,40.95,174.350012,69.815233,
1887,40.95,168.579665,64.675771,
1888,40.95,162.864515,59.664749,
1889,40.95,157.2059,54.90753,
1890,40.95,151.605218,52.263885,
1891,40.95,197.302613,91.034243,
1892,40.95,191.329718,85.449877,
1893,40.95,185.406948,79.97063,
1894,40.95,179.535739,74.602817,
1895,40.95,173.717327,69.351985,
1896,40.95,167.952961,64.223912,
1897,40.95,162.243931,59.224815,
1898,40.95,156.591584,54.528513,
1899,40.95,150.997324,52.248006,
1900,40.95,198.943157,93.967003,
1901,40.95,192.956254,88.3267,
1902,40.95,187.019397,82.790169,
1903,40.95,181.133847,77.362814,
1904,40.95,175.300792,72.049807,
1905,40.95,169.521456,66.856628,
1906,40.95,163.79711,61.789198,
1907,40.95,158.129081,56.853953,
1908,40.95,152.518755,52.511237,
1909,40.95,198.333274,92.955939,
1910,40.95,192.351698,87.335842,
1911,40.95,186.42015,81.819746,
1912,40.95,180.539986,76.413559,
1913,40.95,174.712423,71.122623,
1914,40.95,168.938695,65.952532,
1915,40.95,163.220083,60.909313,
1916,40.95,157.557921,56.123376,
1917,40.95,151.953604,52.678566,
1918,40.95,198.114686,93.13252,
1919,40.95,192.135126,87.509566,
1920,40.95,186.205512,81.990123,
1921,40.95,180.32727,76.580191,
1922,40.95,174.501642,71.285186,
1923,40.95,168.729877,66.110741,
1924,40.95,163.013265,61.069287,
1925,40.95,157.353146,56.186598,
1926,40.95,151.750917,52.602977,
1927,40.95,197.742205,92.351436,
1928,40.95,191.765807,86.743207,
1929,40.95,185.839342,81.238617,
1930,40.95,179.964323,75.844164,
1931,40.95,174.142005,70.565398,
1932,40.95,168.373638,65.408018,
1933,40.95,162.660512,60.378122,
1934,40.95,157.003968,55.558234,
1935,40.95,151.405408,52.320383,
1936,40.95,197.443173,91.684888,
1937,40.95,191.469374,86.089046,
1938,40.95,185.54555,80.597396,
1939,40.95,179.673194,75.216302,
1940,40.95,173.853569,69.951363,
1941,40.95,168.087936,64.808362,
1942,40.95,162.377595,59.793488,
1943,40.95,156.723894,54.948233,
1944,40.95,151.128239,52.095517,
1945,40.95,198.904566,93.791272,
1946,40.95,192.917995,88.154282,
1947,40.95,186.981478,82.621236,
1948,40.95,181.096274,77.197562,
1949,40.95,175.263573,71.888444,
1950,40.95,169.484598,66.699368,
1951,40.95,163.76062,61.636261,
1952,40.95,158.092967,56.707837,
1953,40.95,152.483025,52.728559,
1954,40.95,198.015459,91.729273,
1955,40.95,192.036532,86.131084,
1956,40.95,186.10768,80.63781,
1957,40.95,180.230269,75.255467,
1958,40.95,174.405515,69.989469,
1959,40.95,168.634657,64.845498,
1960,40.95,162.918978,59.835397,
1961,40.95,157.259816,55.033193,
1962,40.95,151.658569,52.057641,
1963,40.95,197.503821,90.961395,
1964,40.95,191.529146,85.377585,
1965,40.95,185.604607,79.899136,
1966,40.95,179.731608,74.532246,
1967,40.95,173.911375,69.282426,
1968,40.95,168.145148,64.155442,
1969,40.95,162.434217,59.157506,
1970,40.95,156.779924,54.385757,
1971,40.95,151.183671,52.049388,
1972,40.95,197.587668,91.966948,
1973,40.95,191.612543,86.365585,
1974,40.95,185.687431,80.868561,
1975,40.95,179.813803,75.482106,
1976,40.95,173.992905,70.211732,
1977,40.95,168.22599,65.063151,
1978,40.95,162.514347,60.042494,
1979,40.95,156.85932,55.412981,
1980,40.95,151.262311,52.242931,
1981,40.95,197.954329,91.939934,
1982,40.95,191.97589,86.338006,
1983,40.95,186.047523,80.840729,
1984,40.95,180.170612,75.454167,
1985,40.95,174.346378,70.183758,
1986,40.95,168.576058,65.035191,
1987,40.95,162.860938,60.014591,
1988,40.95,157.202355,55.236722,
1989,40.95,151.601707,52.118689,
1990,40.95,198.33814,92.685503,
1991,40.95,192.356429,87.069459,
1992,40.95,186.424786,81.557785,
1993,40.95,180.544538,76.156229,
1994,40.95,174.716891,70.87012,
1995,40.95,168.943078,65.705062,
1996,40.95,163.22438,60.6671,
1997,40.95,157.562131,55.8083,
1998,40.95,151.957722,52.218917,
1999,40.95,198.163791,91.923221,
2000,40.95,192.183598,86.321377,
2001,40.95,186.253444,80.824102,
2002,40.95,180.3747,75.43747,
2003,40.95,174.548584,70.166946,
2004,40.95,168.776334,65.018238,
2005,40.95,163.059235,59.997481,
2006,40.95,157.398624,55.116548,
2007,40.95,151.795896,52.054956,
2008,40.95,198.238597,92.668766,
2009,40.95,192.257995,87.054149,
2010,40.95,186.327429,81.543776,
2011,40.95,180.448232,76.143424,
2012,40.95,174.621625,70.858465,
2013,40.95,168.848853,65.697905,
2014,40.95,163.131202,60.680209,
2015,40.95,157.470012,55.972073,
2016,40.95,151.866679,52.363492,
2017,40.95,198.409266,93.454476,
2018,40.95,192.427189,87.825403,
2019,40.95,186.495067,82.299794,
2020,40.95,180.614288,76.88354,
2021,40.95,174.786077,71.58199,
2022,40.95,169.011674,66.400727,
2023,40.95,163.292363,61.350235,
2024,40.95,157.629481,56.524186,
2025,40.95,152.02442,52.762169,
2026,40.95,197.431566,91.464279,
2027,40.95,191.4577,85.871935,
2028,40.95,185.533838,80.383991,
2029,40.95,179.661488,75.006966,
2030,40.95,173.8419,69.746437,
2031,40.95,168.076326,64.608167,
2032,40.95,162.366057,59.598339,
2033,40.95,156.71244,54.747203,
2034,40.95,151.116878,52.028219,
2035,40.95,197.33303,91.439035,
2036,40.95,191.360307,85.848197,
2037,40.95,185.437465,80.361396,
2038,40.95,179.566097,74.985396,
2039,40.95,173.747485,69.725873,
2040,40.95,167.982894,64.588625,
2041,40.95,162.273623,59.583598,
2042,40.95,156.621021,54.897276,
2043,40.95,151.026494,52.044472,
2044,40.95,198.912972,93.83114,
2045,40.95,192.926353,88.193498,
2046,40.95,186.989795,82.659769,
2047,40.95,181.104544,77.235272,
2048,40.95,175.271786,71.925182,
2049,40.95,169.492748,66.734999,
2050,40.95,163.768701,61.670665,
2051,40.95,158.100975,56.742951,
2052,40.95,152.490955,52.474845,
2053,40.95,198.240676,92.677436,
2054,40.95,192.25997,87.062377,
2055,40.95,186.329199,81.550903,
2056,40.95,180.449797,76.149272,
2057,40.95,174.622998,70.862979,
2058,40.95,168.850046,65.697704,
2059,40.95,163.132227,60.659527,
2060,40.95,157.470877,55.755488,
2061,40.95,151.867392,52.123653,
2062,40.95,196.649926,89.90599,
2063,40.95,190.682784,84.343614,
2064,40.95,184.765687,78.886507,
2065,40.95,178.900221,73.541596,
2066,40.95,173.08766,68.31466,
2067,40.95,167.329272,63.211626,
2068,40.95,161.626359,58.23884,
2069,40.95,155.980275,53.708433,
2070,40.95,150.392433,52.01471,
2071,40.95,198.595387,93.445521,
2072,40.95,192.611554,87.815239,
2073,40.95,186.677752,82.288923,
2074,40.95,180.795288,76.872113,
2075,40.95,174.965368,71.570065,
2076,40.95,169.189226,66.388328,
2077,40.95,163.468141,61.332885,
2078,40.95,157.803445,56.413859,
2079,40.95,152.19653,52.456664,
2080,40.95,198.652444,93.627411,
2081,40.95,192.66808,87.994297,
2082,40.95,186.733733,82.464809,
2083,40.95,180.850725,77.044616,
2084,40.95,175.02026,71.738996,
2085,40.95,169.243567,66.553495,
2086,40.95,163.521923,61.49408,
2087,40.95,157.856658,56.567231,
2088,40.95,152.249162,52.639376,
2089,40.95,198.983206,93.959794,
2090,40.95,192.995985,88.319641,
2091,40.95,187.058783,82.783109,
2092,40.95,181.172881,77.355758,
2093,40.95,175.339467,72.042789,
2094,40.95,169.559765,66.849686,
2095,40.95,163.835046,61.782368,
2096,40.95,158.166635,56.847269,
2097,40.95,152.555919,52.615622,
2098,40.95,198.401601,93.135396,
2099,40.95,192.419457,87.511761,
2100,40.95,186.487302,81.991786,
2101,40.95,180.606515,76.581436,
2102,40.95,174.778313,71.286079,
2103,40.95,169.003932,66.111313,
2104,40.95,163.284652,61.063381,
2105,40.95,157.621806,56.219674,
2106,40.95,152.016788,52.387883,
2107,40.95,198.370591,92.879868,
2108,40.95,192.388748,87.26052,
2109,40.95,186.456899,81.745107,
2110,40.95,180.576417,76.339572,
2111,40.95,174.748522,71.049282,
2112,40.95,168.974449,65.879845,
2113,40.95,163.25548,60.837297,
2114,40.95,157.592949,55.958542,
2115,40.95,151.988249,52.213784,
2116,40.95,198.102884,91.990271,
2117,40.95,192.123245,86.387429,
2118,40.95,186.193611,80.889032,
2119,40.95,180.315391,75.501262,
2120,40.95,174.489813,70.229579,
2121,40.95,168.718117,65.079669,
2122,40.95,163.001587,60.057643,
2123,40.95,157.341558,55.189404,
2124,40.95,151.739427,52.10587,
2125,40.95,197.617667,91.638879,
2126,40.95,191.64232,86.043571,
2127,40.95,185.716986,80.552882,
2128,40.95,179.843135,75.173113,
2129,40.95,174.022012,69.909758,
2130,40.95,168.254864,64.768539,
2131,40.95,162.542983,59.78159,
2132,40.95,156.887712,55.176763,
2133,40.95,151.290451,52.142216,
2134,40.95,197.169087,91.088226,
2135,40.95,191.197527,85.503459,
2136,40.95,185.276027,80.02348,
2137,40.95,179.406084,74.65479,
2138,40.95,173.588951,69.403,
2139,40.95,167.825884,64.276091,
2140,40.95,162.11818,59.288043,
2141,40.95,156.467187,54.749585,
2142,40.95,150.874313,52.127665,
2143,40.95,197.302977,91.148266,
2144,40.95,191.33022,85.561886,
2145,40.95,185.407551,80.080526,
2146,40.95,179.536422,74.710468,
2147,40.95,173.718078,69.457257,
2148,40.95,167.953772,64.326663,
2149,40.95,162.244797,59.343638,
2150,40.95,156.592499,54.747479,
2151,40.95,150.998285,52.043095,
2152,40.95,197.569008,91.41822,
2153,40.95,191.593892,85.826273,
2154,40.95,185.668843,80.339172,
2155,40.95,179.795297,74.963107,
2156,40.95,173.974489,69.703591,
2157,40.95,168.207666,64.566377,
2158,40.95,162.49612,59.557647,
2159,40.95,156.841193,54.719142,
2160,40.95,151.244289,52.106388,
2161,40.95,197.868482,92.166729,
2162,40.95,191.890902,86.560924,
2163,40.95,185.963334,81.059318,
2164,40.95,180.087204,75.668063,
2165,40.95,174.263748,70.392633,
2166,40.95,168.494211,65.238726,
2167,40.95,162.779883,60.212456,
2168,40.95,157.122105,55.337129,
2169,40.95,151.522276,52.053839,
2170,40.95,197.819055,92.290885,
2171,40.95,191.841934,86.683494,
2172,40.95,185.914823,81.180164,
2173,40.95,180.039155,75.787037,
2174,40.95,174.21617,70.509609,
2175,40.95,168.447115,65.353579,
2176,40.95,162.733281,60.326886,
2177,40.95,157.076008,55.549306,
2178,40.95,151.476696,52.249265,
2179,40.95,196.771265,90.338498,
2180,40.95,190.803145,84.768067,
2181,40.95,184.885057,79.302671,
2182,40.95,179.018569,73.949095,
2183,40.95,173.204956,68.713071,
2184,40.95,167.445483,63.600488,
2185,40.95,161.741455,58.617649,
2186,40.95,156.094225,54.007689,
2187,40.95,150.505205,52.178879,
2188,40.95,196.926893,91.115236,
2189,40.95,190.957409,85.529563,
2190,40.95,185.038032,80.04881,
2191,40.95,179.170241,74.679304,
2192,40.95,173.355292,69.426619,
2193,40.95,167.594447,64.296541,
2194,40.95,161.889006,59.295285,
2195,40.95,156.240322,54.615848,
2196,40.95,150.649806,52.068006,
2197,40.95,197.687112,91.841519,
2198,40.95,191.710994,86.241396,
2199,40.95,185.784949,80.745952,
2200,40.95,179.91039,75.361272,
2201,40.95,174.088547,70.092802,
2202,40.95,168.320667,64.946236,
2203,40.95,162.608036,59.927705,
2204,40.95,156.951998,55.108053,
2205,40.95,151.353953,52.077819,
2206,40.95,198.628492,93.177834,
2207,40.95,192.644322,87.552512,
2208,40.95,186.710195,82.031354,
2209,40.95,180.827417,76.61997,
2210,40.95,174.997191,71.323633,
2211,40.95,169.220744,66.147904,
2212,40.95,163.499353,61.09878,
2213,40.95,157.834347,56.224189,
2214,40.95,152.227117,52.457896,
2215,40.95,197.609773,91.41032,
2216,40.95,191.634348,85.819062,
2217,40.95,185.709011,80.332724,
2218,40.95,179.835171,74.957476,
2219,40.95,174.014059,69.698824,
2220,40.95,168.246923,64.56252,
2221,40.95,162.535053,59.554751,
2222,40.95,156.879793,54.911757,
2223,40.95,151.282546,52.22222,
2224,40.95,197.499417,91.832674,
2225,40.95,191.524976,86.233373,
2226,40.95,185.600564,80.738362,
2227,40.95,179.727651,75.353968,
2228,40.95,173.907486,70.085731,
2229,40.95,168.141322,64.939387,
2230,40.95,162.43045,59.921087,
2231,40.95,156.776217,55.133702,
2232,40.95,151.180025,52.109777,
2233,40.95,197.365992,91.400003,
2234,40.95,191.392665,85.808787,
2235,40.95,185.469411,80.322304,
2236,40.95,179.597688,74.946837,
2237,40.95,173.778741,69.687928,
2238,40.95,168.01382,64.55134,
2239,40.95,162.30422,59.544262,
2240,40.95,156.651285,54.751892,
2241,40.95,151.05642,52.04449,
2242,40.95,198.69121,93.628024,
2243,40.95,192.706683,87.994795,
2244,40.95,186.772126,82.465232,
2245,40.95,180.888867,77.044954,
2246,40.95,175.058124,71.739244,
2247,40.95,169.281135,66.553649,
2248,40.95,163.559179,61.494139,
2249,40.95,157.89359,56.584189,
2250,40.95,152.285758,52.573752,
2251,40.95,197.628323,91.763949,
2252,40.95,191.652855,86.166386,
2253,40.95,185.727384,80.673009,
2254,40.95,179.853391,75.290287,
2255,40.95,174.032119,70.02376,
2256,40.95,168.264815,64.879157,
2257,40.95,162.552769,59.862629,
2258,40.95,156.897325,55.093369,
2259,40.95,151.299884,52.091706,
2260,40.95,197.249322,91.124762,
2261,40.95,191.276999,85.538766,
2262,40.95,185.354773,80.057676,
2263,40.95,179.48408,74.687708,
2264,40.95,173.666166,69.434459,
2265,40.95,167.902291,64.303749,
2266,40.95,162.193752,59.301814,
2267,40.95,156.541901,54.474207,
2268,40.95,150.948143,52.030927,
2269,40.95,197.840284,92.406914,
2270,40.95,191.862986,86.797179,
2271,40.95,185.93569,81.291432,
2272,40.95,180.059836,75.895853,
2273,40.95,174.236662,70.615929,
2274,40.95,168.467418,65.457348,
2275,40.95,162.753393,60.428121,
2276,40.95,157.095928,55.643559,
2277,40.95,151.496423,52.341946,
2278,40.95,198.084523,92.094929,
2279,40.95,192.104876,86.489556,
2280,40.95,186.175329,80.988838,
2281,40.95,180.297227,75.598701,
2282,40.95,174.47178,70.324557,
2283,40.95,168.700225,65.172076,
2284,40.95,162.983843,60.147364,
2285,40.95,157.323969,55.257055,
2286,40.95,151.722,52.03381,
2287,40.95,196.242856,89.698219,
2288,40.95,190.279311,84.140814,
2289,40.95,184.365963,78.689302,
2290,40.95,178.504326,73.350282,
2291,40.95,172.695666,68.12946,
2292,40.95,166.941251,63.035571,
2293,40.95,161.242389,58.174875,
2294,40.95,155.60044,54.121539,
2295,40.95,150.016823,52.124198,
2296,40.95,197.412983,91.944496,
2297,40.95,191.43924,86.342795,
2298,40.95,185.515572,80.845596,
2299,40.95,179.643427,75.459025,
2300,40.95,173.824045,70.188542,
2301,40.95,168.058679,65.039847,
2302,40.95,162.34862,60.019073,
2303,40.95,156.695216,55.192835,
2304,40.95,151.099869,52.168178,
2305,40.95,197.876879,92.156732,
2306,40.95,191.899241,86.551197,
2307,40.95,185.971587,81.049791,
2308,40.95,180.095365,75.658762,
2309,40.95,174.271817,70.383611,
2310,40.95,168.502191,65.230039,
2311,40.95,162.787774,60.204163,
2312,40.95,157.129909,55.339578,
2313,40.95,151.529994,52.134733,
2314,40.95,198.76664,93.224758,
2315,40.95,192.781268,87.598196,
2316,40.95,186.84593,82.075808,
2317,40.95,180.961925,76.663212,
2318,40.95,175.130447,71.365658,
2319,40.95,169.352723,66.188692,
2320,40.95,163.630026,61.138298,
