MODEL SETTING,,,,
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50,9,8,95, true
,,,,
Tic, MuscleMass, Anabolic, Catabolic,
783,38.973898,148.683041,52.059965,
784,38.994518,194.982479,89.561271,
785,39.014861,188.979714,83.965457,
786,39.034793,183.028308,78.477109,
787,39.05414,177.129864,73.102838,
788,39.072613,171.285676,67.848413,
789,39.090731,165.497023,62.719832,
790,39.108484,159.765237,57.72357,
791,39.125903,154.091706,53.415089,
792,39.143236,148.477879,52.085085,
793,39.162862,196.546442,91.174939,
794,39.182047,190.535043,85.552009,
795,39.200837,184.574749,80.035388,
796,39.219085,178.667043,74.631277,
797,39.236821,172.813188,69.345279,
798,39.253984,167.014455,64.18326,
799,39.270676,161.272157,59.159808,
800,39.286981,155.58766,54.505913,
801,39.302942,149.962394,52.05479,
802,39.321132,196.065,90.16366,
803,39.339064,190.061937,84.563466,
804,39.356723,184.109983,79.070107,
805,39.374098,178.210644,73.690034,
806,39.390967,172.365191,68.428941,
807,39.407366,166.574895,63.292766,
808,39.423438,160.841071,58.301838,
809,39.439021,155.165091,53.809728,
810,39.454465,149.548384,52.023866,
811,39.472092,197.433859,91.848644,
812,39.489472,191.423184,86.218679,
813,39.506574,185.463473,80.694888,
814,39.523051,179.556112,75.283101,
815,39.538912,173.702318,69.988723,
816,39.554097,167.903333,64.817472,
817,39.568986,162.160444,59.776067,
818,39.583569,156.475004,55.004342,
819,39.597987,150.848426,52.1761,
820,39.614443,196.932972,90.325732,
821,39.630574,190.930395,84.72827,
822,39.646293,184.978735,79.237696,
823,39.66158,179.079416,73.86017,
824,39.676484,173.233678,68.601283,
825,39.691114,167.442775,63.466917,
826,39.705455,161.708012,58.506521,
827,39.719395,156.030746,53.970516,
828,39.732968,150.412394,52.005027,
829,39.748409,196.569651,90.097842,
830,39.763341,190.573862,84.507363,
831,39.777971,184.628855,79.023383,
832,39.792368,178.736178,73.65251,
833,39.806508,172.897094,68.400432,
834,39.820082,167.112868,63.273055,
835,39.833167,161.384795,58.27674,
836,39.845854,155.714232,53.6987,
837,39.858381,150.102595,52,
838,39.872697,196.5821,90.875242,
839,39.886811,190.589558,85.273291,
840,39.900405,184.647833,79.777526,
841,39.913452,178.758344,74.39394,
842,39.926061,172.922341,69.128111,
843,39.938352,167.141093,63.985902,
844,39.950162,161.415907,58.973623,
845,39.961618,155.748144,54.338191,
846,39.972944,150.13922,52.000385,
847,39.985912,198.336294,92.596555,
848,39.998632,192.331481,86.963228,
849,40.010716,186.377271,81.435223,
850,40.022287,180.474975,76.018176,
851,40.033551,174.625799,70.717415,
852,40.044612,168.830977,65.53858,
853,40.055461,163.091792,60.487765,
854,40.066085,157.409585,55.573435,
855,40.076455,151.785754,52.199139,
856,40.088232,197.907631,91.774283,
857,40.099837,191.909176,86.159497,
858,40.111027,185.961244,80.649996,
859,40.121868,180.065226,75.25183,
860,40.132374,174.222348,69.970505,
861,40.142615,168.433855,64.811779,
862,40.152473,162.701034,59.781843,
863,40.162018,157.025226,54.947976,
864,40.171176,151.407831,52.050991,
865,40.181537,197.278876,90.633235,
866,40.191751,191.288143,85.041698,
867,40.201812,185.347912,79.555978,
868,40.211713,179.459646,74.182496,
869,40.22138,173.624591,68.926895,
870,40.230527,167.844002,63.795036,
871,40.239303,162.119169,58.793207,
872,40.247781,156.451437,54.049844,
873,40.256189,150.842214,52.019832,
874,40.265824,197.199868,91.385493,
875,40.275298,191.212041,85.781987,
876,40.284383,185.274626,80.283592,
877,40.293157,179.389124,74.896684,
878,40.301491,173.556789,69.626837,
879,40.309642,167.778872,64.479834,
880,40.317514,162.056674,59.461895,
881,40.325122,156.391543,54.655644,
882,40.332427,150.784888,52.052609,
883,40.340714,198.428517,92.892456,
884,40.348757,192.431844,87.260722,
885,40.356598,186.485562,81.733815,
886,40.364314,180.590994,76.317366,
887,40.3719,174.749345,71.016678,
888,40.379349,168.961847,65.837355,
889,40.386651,163.229779,60.785445,
890,40.393537,157.554476,55.867529,
891,40.400232,151.937325,52.315042,
892,40.4079,197.751583,91.846953,
893,40.415325,191.762627,86.238037,
894,40.422442,185.82395,80.733831,
895,40.429252,179.937009,75.340662,
896,40.435899,174.103046,70.064061,
897,40.44242,168.323311,64.909771,
898,40.448481,162.599096,59.899581,
899,40.454304,156.931739,55.187978,
900,40.459969,151.322642,52.341442,
901,40.466446,198.199353,92.611523,
902,40.472681,192.207862,86.98852,
903,40.47876,186.266624,81.470017,
904,40.484571,180.377035,76.062009,
905,40.490284,174.540316,70.76989,
906,40.495894,168.757708,65.599309,
907,40.501394,163.030496,60.556348,
908,40.506616,157.360019,55.687954,
909,40.511595,151.74767,52.474408,
910,40.517278,197.633052,91.622208,
911,40.522878,191.647606,86.019073,
912,40.528276,185.712442,80.520807,
913,40.533515,179.828986,75.133652,
914,40.538664,173.998475,69.863151,
915,40.543719,168.222157,64.715073,
916,40.54859,162.501328,59.695613,
917,40.553268,156.837328,54.875471,
918,40.557902,151.231562,52.208747,
919,40.563195,198.057561,91.95685,
920,40.568408,192.069552,86.347296,
921,40.573543,186.131814,80.842771,
922,40.578562,180.245712,75.449208,
923,40.583348,174.412465,70.172035,
924,40.588049,168.633308,65.016951,
925,40.592658,162.90953,59.990096,
926,40.597014,157.242468,55.154824,
927,40.601235,151.633517,52.053999,
928,40.605918,198.148243,92.432339,
929,40.61054,192.160559,86.815092,
930,40.61503,186.223072,81.302434,
931,40.619324,180.337179,75.900335,
932,40.623547,174.504099,70.61418,
933,40.627695,168.725069,65.449621,
934,40.631762,163.001374,60.412745,
935,40.635751,157.334351,55.570899,
936,40.639546,151.725397,52.29574,
937,40.643868,197.809789,92.353786,
938,40.648128,191.825783,86.739361,
939,40.652325,185.892078,81.229657,
940,40.656457,180.010007,75.830405,
941,40.66052,174.180789,70.546994,
942,40.664511,168.405668,65.385103,
943,40.66814,162.685931,60.350846,
944,40.671624,157.022916,55.479381,
945,40.675006,151.41802,52.305837,
946,40.67874,198.396525,92.703825,
947,40.682426,192.408324,87.082394,
948,40.686059,186.470328,81.565527,
949,40.689635,180.583856,76.158956,
950,40.693152,174.750114,70.868024,
951,40.696606,168.970338,65.698351,
952,40.699993,163.245806,60.655999,
953,40.703311,157.577853,55.74944,
954,40.706524,151.967872,52.259347,
955,40.71007,198.179312,92.132817,
956,40.713561,192.193696,86.522943,
957,40.716997,186.258254,81.017626,
958,40.720378,180.374362,75.623,
959,40.723664,174.543234,70.344514,
960,40.726747,168.766105,65.187846,
961,40.729625,163.044253,60.159102,
962,40.732411,157.37901,55.267203,
963,40.735156,151.771771,52.121175,
964,40.738312,198.218993,92.776234,
965,40.741414,192.233717,87.155076,
966,40.744467,186.298634,81.638386,
967,40.74747,180.415069,76.231904,
968,40.750423,174.584235,70.940965,
969,40.753323,168.807369,65.771179,
970,40.756166,163.085754,60.728593,
971,40.758951,157.420727,55.861363,
972,40.761697,151.813684,52.421785,
973,40.764842,198.046534,92.325202,
974,40.767941,192.063483,86.713504,
975,40.770994,186.130543,81.206134,
976,40.774,180.249105,75.809088,
977,40.776956,174.420401,70.527821,
978,40.779764,168.645677,65.368028,
979,40.782435,162.926222,60.341949,
980,40.784895,157.263375,55.484038,
981,40.787299,151.658533,52.167625,
982,40.790064,198.156963,92.071708,
983,40.792787,192.173432,86.464406,
984,40.795466,186.23999,80.961647,
985,40.798101,180.358049,75.569562,
986,40.800691,174.528833,70.293602,
987,40.803234,168.753578,65.139454,
988,40.805728,163.033568,60.113235,
989,40.808169,157.37014,55.228018,
990,40.810572,151.764689,52.038701,
991,40.81333,198.248222,91.924713,
992,40.816048,192.264329,86.320271,
993,40.818723,186.330586,80.820655,
994,40.821355,180.448341,75.431841,
995,40.823941,174.618802,70.159272,
996,40.826351,168.843203,65.008645,
997,40.828663,163.122822,59.986089,
998,40.830926,157.458994,55.101328,
999,40.833157,151.853111,52.05194,
1000,40.835713,197.349904,90.953043,
1001,40.838224,191.374316,85.368529,
1002,40.840694,185.448843,79.889027,
1003,40.843124,179.574971,74.521001,
1004,40.845512,173.753951,69.270053,
1005,40.847856,167.987035,64.141984,
1006,40.850155,162.275516,59.143023,
1007,40.852405,156.620741,54.391528,
1008,40.854636,151.024113,52.084941,
1009,40.857188,197.367039,91.243318,
1010,40.859706,191.391832,85.653628,
1011,40.862186,185.466734,80.168807,
1012,40.864466,179.59322,74.795174,
1013,40.866683,173.772538,69.538304,
1014,40.868859,168.005944,64.406835,
1015,40.870994,162.294733,59.416528,
1016,40.873084,156.640249,54.650967,
1017,40.875143,151.043899,52.055182,
1018,40.877331,197.308644,90.853194,
1019,40.879452,191.334226,85.270611,
1020,40.881539,185.409994,79.793412,
1021,40.883593,179.537376,74.42791,
1022,40.885579,173.717606,69.179639,
1023,40.88738,167.951933,64.054378,
1024,40.889146,162.241645,59.062606,
1025,40.890876,156.588088,54.412796,
1026,40.892592,150.992667,52.065891,
1027,40.894567,197.610671,91.699515,
1028,40.896511,191.634118,86.101365,
1029,40.898425,185.707684,80.607942,
1030,40.900307,179.832781,75.225331,
1031,40.902157,174.010648,69.959038,
1032,40.903973,168.242537,64.814803,
1033,40.905754,162.52974,59.798788,
1034,40.907498,156.8736,54.934932,
1035,40.909004,151.275519,52.056461,
1036,40.910592,198.090067,92.704889,
1037,40.912152,192.109694,87.0884,
1038,40.913685,186.179412,81.575984,
1039,40.915194,180.30059,76.17355,
1040,40.916675,174.47445,70.886501,
1041,40.918072,168.702231,65.72048,
1042,40.919319,162.985214,60.681552,
1043,40.920541,157.324735,55.776976,
1044,40.921743,151.722189,52.257448,
1045,40.923124,198.581576,93.344118,
1046,40.924483,192.597286,87.715388,
1047,40.925706,186.663047,82.190601,
1048,40.926835,180.780187,76.775464,
1049,40.927945,174.949912,71.475245,
1050,40.929036,169.173451,66.295492,
1051,40.930105,163.452082,61.242184,
1052,40.931153,157.787136,56.327947,
1053,40.93209,152.180003,52.473422,
1054,40.932886,198.490749,93.478005,
1055,40.93354,192.507714,87.848151,
1056,40.934118,186.574634,82.321562,
1057,40.934688,180.692882,76.904209,
1058,40.935248,174.863691,71.601489,
1059,40.935798,169.088302,66.425275,
1060,40.936338,163.368,61.38521,
1061,40.936867,157.704119,56.527453,
1062,40.937384,152.098054,52.389941,
1063,40.937978,197.489943,90.983402,
1064,40.93856,191.515253,85.399453,
1065,40.939132,185.590668,79.920632,
1066,40.939693,179.717616,74.553255,
1067,40.940243,173.897332,69.302888,
1068,40.940747,168.131065,64.175322,
1069,40.940926,162.420104,59.176778,
1070,40.941098,156.765786,54.389758,
1071,40.94127,151.169516,52.058388,
1072,40.941466,197.607166,91.592687,
1073,40.941658,191.631584,85.997462,
1074,40.941846,185.706091,80.507126,
1075,40.942031,179.832106,75.127783,
1076,40.942213,174.010857,69.864908,
1077,40.942392,168.243592,64.724221,
1078,40.942567,162.5316,59.720999,
1079,40.942738,156.876224,54.986962,
1080,40.94291,151.278865,52.208392,
1081,40.943106,197.281376,91.732303,
1082,40.943299,191.308699,86.135307,
1083,40.943489,185.386064,80.642501,
1084,40.943674,179.51496,75.26029,
1085,40.943857,173.696642,69.994274,
1086,40.944036,167.932369,64.850224,
1087,40.944211,162.223437,59.83432,
1088,40.944382,156.571195,55.020068,
1089,40.944554,150.977048,52.166899,
1090,40.94475,198.498418,93.353768,
1091,40.944945,192.51544,87.725792,
1092,40.945136,186.582453,82.201514,
1093,40.945325,180.700799,76.786678,
1094,40.945511,174.871698,71.486614,
1095,40.945693,169.09639,66.306906,
1096,40.945872,163.376158,61.25356,
1097,40.946048,157.712336,56.378493,
1098,40.94622,152.10632,52.375487,
1099,40.946412,197.185867,91.228252,
1100,40.946604,191.214023,85.640792,
1101,40.946793,185.29226,80.158098,
1102,40.946979,179.422068,74.786593,
1103,40.947162,173.604691,69.531843,
1104,40.947343,167.841381,64.399623,
1105,40.947519,162.133431,59.396135,
1106,40.947692,156.48219,54.721794,
1107,40.947864,150.889064,52.258503,
1108,40.94806,198.436333,93.212633,
1109,40.948254,192.453746,87.586813,
1110,40.948445,186.521257,82.065252,
1111,40.948633,180.640158,76.653463,
1112,40.948819,174.811649,71.356679,
1113,40.949001,169.036958,66.180445,
1114,40.94918,163.317364,61.13783,
1115,40.949355,157.654199,56.293183,
1116,40.949527,152.048856,52.483822,
1117,40.949723,197.817399,92.315457,
1118,40.949916,191.84022,86.707562,
1119,40.95,185.913068,81.203551,
1120,40.95,180.037369,75.809665,
1121,40.95,174.214358,70.531423,
1122,40.95,168.44528,65.374531,
1123,40.95,162.731423,60.345107,
1124,40.95,157.07413,55.491683,
1125,40.95,151.474799,52.183679,
1126,40.95,196.764959,90.293181,
1127,40.95,190.796679,84.722855,
1128,40.95,184.878562,79.258121,
1129,40.95,179.012083,73.905358,
1130,40.95,173.198493,68.670189,
1131,40.95,167.43905,63.558471,
1132,40.95,161.735056,58.576499,
1133,40.95,156.087862,53.923353,
1134,40.95,150.498881,52.058555,
1135,40.95,197.685803,91.909238,
1136,40.95,191.709571,86.307426,
1137,40.95,185.783462,80.810378,
1138,40.95,179.908861,75.424094,
1139,40.95,174.086991,70.154003,
1140,40.95,168.319094,65.00579,
1141,40.95,162.606456,59.985577,
1142,40.95,156.950418,55.100015,
1143,40.95,151.35238,52.131886,
1144,40.95,198.575822,92.639254,
1145,40.95,192.59203,87.023381,
1146,40.95,186.658321,81.51211,
1147,40.95,180.775974,76.111067,
1148,40.95,174.946187,70.825566,
1149,40.95,169.17019,65.661217,
1150,40.95,163.449259,60.624067,
1151,40.95,157.784726,55.734673,
1152,40.95,152.177981,52.218057,
1153,40.95,198.222194,93.080375,
1154,40.95,192.241591,87.457996,
1155,40.95,186.31101,81.939342,
1156,40.95,180.431816,76.530282,
1157,40.95,174.60523,71.236195,
1158,40.95,168.832492,66.0627,
1159,40.95,163.114888,61.015829,
1160,40.95,157.453753,56.139594,
1161,40.95,151.850483,52.383584,
1162,40.95,198.641706,93.391253,
1163,40.95,192.657415,87.762145,
1164,40.95,186.723162,82.236862,
1165,40.95,180.840252,76.82111,
1166,40.95,175.009888,71.520163,
1167,40.95,169.233298,66.339571,
1168,40.95,163.511759,61.285314,
1169,40.95,157.846602,56.366768,
1170,40.95,152.239217,52.384521,
1171,40.95,198.210429,92.483592,
1172,40.95,192.229891,86.872038,
1173,40.95,186.299379,81.364678,
1174,40.95,180.42027,75.96747,
1175,40.95,174.593782,70.685816,
1176,40.95,168.82115,65.525368,
1177,40.95,163.103658,60.495017,
1178,40.95,157.442642,55.668719,
1179,40.95,151.839495,52.234045,
1180,40.95,198.258902,92.861683,
1181,40.95,192.278014,87.24317,
1182,40.95,186.347092,81.728318,
1183,40.95,180.467542,76.323228,
1184,40.95,174.640595,71.033347,
1185,40.95,168.867492,65.86432,
1186,40.95,163.14952,60.822205,
1187,40.95,157.488013,55.927026,
1188,40.95,151.884368,52.245739,
1189,40.95,198.246299,92.527015,
1190,40.95,192.265543,86.914545,
1191,40.95,186.334807,81.406407,
1192,40.95,180.455445,76.008465,
1193,40.95,174.628681,70.726093,
1194,40.95,168.855755,65.564927,
1195,40.95,163.137955,60.536832,
1196,40.95,157.476618,55.713004,
1197,40.95,151.873141,52.390675,
1198,40.95,197.956289,92.013086,
1199,40.95,191.977868,86.410147,
1200,40.95,186.049494,80.911805,
1201,40.95,180.172574,75.524134,
1202,40.95,174.348329,70.252547,
1203,40.95,168.577998,65.102714,
1204,40.95,162.862865,60.080746,
1205,40.95,157.204267,55.28002,
1206,40.95,151.603602,52.303852,
1207,40.95,198.282316,92.904221,
1208,40.95,192.301286,87.284916,
1209,40.95,186.370181,81.769177,
1210,40.95,180.490435,76.363194,
1211,40.95,174.663286,71.072407,
1212,40.95,168.889978,65.902445,
1213,40.95,163.171793,60.85935,
1214,40.95,157.510069,55.971612,
1215,40.95,151.906199,52.256154,
1216,40.95,197.947164,91.951295,
1217,40.95,191.968702,86.348958,
1218,40.95,186.040342,80.85135,
1219,40.95,180.163454,75.464462,
1220,40.95,174.339251,70.193719,
1221,40.95,168.568968,65.044808,
1222,40.95,162.853888,60.023852,
1223,40.95,157.195349,55.180975,
1224,40.95,151.594748,52.146237,
1225,40.95,197.515441,91.456247,
1226,40.95,191.540937,85.864472,
1227,40.95,185.616484,80.377407,
1228,40.95,179.743511,75.001236,
1229,40.95,173.92327,69.741519,
1230,40.95,168.157016,64.604035,
1231,40.95,162.446044,59.608929,
1232,40.95,156.7917,54.891519,
1233,40.95,151.195388,52.193838,
1234,40.95,198.401912,93.088218,
1235,40.95,192.419772,87.464761,
1236,40.95,186.487642,81.945334,
1237,40.95,180.606878,76.535722,
1238,40.95,174.778697,71.241243,
1239,40.95,169.004335,66.06747,
1240,40.95,163.285072,61.02041,
1241,40.95,157.622242,56.168098,
1242,40.95,152.017239,52.429445,
1243,40.95,197.43275,91.937633,
1244,40.95,191.458957,86.337453,
1245,40.95,185.535247,80.841614,
1246,40.95,179.663042,75.456237,
1247,40.95,173.843589,70.186851,
1248,40.95,168.07814,65.039196,
1249,40.95,162.36799,60.04217,
1250,40.95,156.714486,55.358557,
1251,40.95,151.119033,52.354797,
1252,40.95,197.412962,91.809983,
1253,40.95,191.439262,86.211661,
1254,40.95,185.515726,80.718135,
1255,40.95,179.643725,75.33533,
1256,40.95,173.824487,70.068689,
1257,40.95,168.059259,64.9243,
1258,40.95,162.349332,59.969769,
1259,40.95,156.696053,55.339587,
1260,40.95,151.100826,52.203829,
1261,40.95,197.715347,91.974152,
1262,40.95,191.739039,86.371511,
1263,40.95,185.812777,80.873379,
1264,40.95,179.937985,75.485831,
1265,40.95,174.115897,70.21433,
1266,40.95,168.347762,65.064584,
1267,40.95,162.63487,60.042728,
1268,40.95,156.978563,55.169896,
1269,40.95,151.380243,52.024322,
1270,40.95,198.058862,93.134619,
1271,40.95,192.079873,87.511826,
1272,40.95,186.150863,81.99271,
1273,40.95,180.273236,76.58316,
1274,40.95,174.448232,71.28857,
1275,40.95,168.6771,66.114561,
1276,40.95,162.961131,61.086737,
1277,40.95,157.301664,56.357128,
1278,40.95,151.7001,52.66729,
1279,40.95,197.954856,93.058411,
1280,40.95,191.976524,87.436135,
1281,40.95,186.048263,81.917739,
1282,40.95,180.171447,76.509099,
1283,40.95,174.3473,71.215558,
1284,40.95,168.577062,66.04271,
1285,40.95,162.862018,61.00262,
1286,40.95,157.203507,56.140797,
1287,40.95,151.602928,52.506763,
1288,40.95,197.545989,92.104107,
1289,40.95,191.571284,86.499995,
1290,40.95,185.646613,81.000074,
1291,40.95,179.773434,75.610593,
1292,40.95,173.952994,70.337057,
1293,40.95,168.186542,65.185168,
1294,40.95,162.475372,60.164605,
1295,40.95,156.820826,55.488588,
1296,40.95,151.224309,52.103703,
1297,40.95,197.588067,92.12428,
1298,40.95,191.613248,86.52022,
1299,40.95,185.688341,81.020039,
1300,40.95,179.814863,75.630119,
1301,40.95,173.994078,70.356002,
1302,40.95,168.22725,65.204869,
1303,40.95,162.515675,60.190937,
1304,40.95,156.860702,55.353475,
1305,40.95,151.263736,52.131209,
1306,40.95,196.777616,91.258525,
1307,40.95,190.809516,85.671797,
1308,40.95,184.891533,80.189725,
1309,40.95,179.025152,74.818656,
1310,40.95,173.211637,69.564185,
1311,40.95,167.452252,64.432115,
1312,40.95,161.748303,59.446175,
1313,40.95,156.101143,55.021458,
1314,40.95,150.512188,52.22316,
1315,40.95,198.164536,92.614593,
1316,40.95,192.18434,86.999978,
1317,40.95,186.254159,81.489525,
1318,40.95,180.375393,76.089227,
1319,40.95,174.549261,70.804464,
1320,40.95,168.777003,65.640862,
1321,40.95,163.059899,60.604476,
1322,40.95,157.399286,55.711963,
1323,40.95,151.796558,52.253457,
1324,40.95,198.474999,92.472751,
1325,40.95,192.492246,86.860639,
1326,40.95,186.559448,81.352675,
1327,40.95,180.677999,75.954952,
1328,40.95,174.849119,70.672882,
1329,40.95,169.074044,65.512108,
1330,40.95,163.354053,60.478697,
1331,40.95,157.69048,55.59669,
1332,40.95,152.084716,52.105471,
1333,40.95,197.838998,91.441643,
1334,40.95,191.861677,85.849589,
1335,40.95,185.934408,80.362361,
1336,40.95,180.058585,74.986088,
1337,40.95,174.235439,69.726308,
1338,40.95,168.466217,64.58879,
1339,40.95,162.752209,59.579726,
1340,40.95,157.094757,54.833161,
1341,40.95,151.49526,52.056975,
1342,40.95,197.611434,91.940722,
1343,40.95,191.635934,86.339165,
1344,40.95,185.710553,80.842178,
1345,40.95,179.836671,75.455743,
1346,40.95,174.015516,70.185327,
1347,40.95,168.248334,65.036645,
1348,40.95,162.536417,60.015842,
1349,40.95,156.881108,55.155224,
1350,40.95,151.283809,52.113118,
1351,40.95,198.278014,92.803047,
1352,40.95,192.296794,87.184788,
1353,40.95,186.365648,81.670843,
1354,40.95,180.485907,76.266935,
1355,40.95,174.65878,70.978398,
1356,40.95,168.885501,65.810841,
1357,40.95,163.167351,60.770304,
1358,40.95,157.505665,55.874499,
1359,40.95,151.901837,52.395682,
1360,40.95,198.632239,93.240188,
1361,40.95,192.647937,87.613546,
1362,40.95,186.713726,82.091039,
1363,40.95,180.830876,76.678219,
1364,40.95,175.000579,71.380355,
1365,40.95,169.224062,66.203012,
1366,40.95,163.5026,61.15219,
1367,40.95,157.837524,56.234405,
1368,40.95,152.230223,52.396954,
1369,40.95,198.130624,92.624236,
1370,40.95,192.150876,87.010739,
1371,40.95,186.221089,81.500984,
1372,40.95,180.342694,76.101158,
1373,40.95,174.516924,70.81671,
1374,40.95,168.745021,65.653295,
1375,40.95,163.02827,60.61699,
1376,40.95,157.368009,55.77367,
1377,40.95,151.765635,52.286272,
1378,40.95,197.448004,90.939783,
1379,40.95,191.47402,85.357343,
1380,40.95,185.550057,79.879845,
1381,40.95,179.677604,74.513779,
1382,40.95,173.857908,69.264733,
1383,40.95,168.092219,64.138501,
1384,40.95,162.38183,59.150386,
1385,40.95,156.728087,54.417135,
1386,40.95,151.132394,52.11227,
1387,40.95,197.815307,92.356657,
1388,40.95,191.838272,86.748137,
1389,40.95,185.9112,81.243421,
1390,40.95,180.035551,75.848742,
1391,40.95,174.212577,70.569647,
1392,40.95,168.44353,65.411854,
1393,40.95,162.729702,60.38148,
1394,40.95,157.072436,55.514382,
1395,40.95,151.473132,52.201134,
1396,40.95,197.110738,90.582874,
1397,40.95,191.139596,85.006822,
1398,40.95,185.218567,79.536226,
1399,40.95,179.34912,74.177486,
1400,40.95,173.532498,68.936167,
1401,40.95,167.769953,63.818076,
1402,40.95,162.06278,58.838358,
1403,40.95,156.412328,54.279602,
1404,40.95,150.820003,52.038339,
1405,40.95,197.570679,91.613158,
1406,40.95,191.595514,86.017149,
1407,40.95,185.670512,80.526305,
1408,40.95,179.797027,75.146488,
1409,40.95,173.976279,69.883118,
1410,40.95,168.209515,64.741903,
1411,40.95,162.498025,59.728995,
1412,40.95,156.843152,54.953616,
1413,40.95,151.246298,52.120734,
1414,40.95,198.398526,92.97805,
1415,40.95,192.416397,87.356801,
1416,40.95,186.484258,81.839529,
1417,40.95,180.603493,76.432144,
1418,40.95,174.775317,71.139972,
1419,40.95,169.000963,65.968593,
1420,40.95,163.281711,60.924017,
1421,40.95,157.618892,56.092687,
1422,40.95,152.013901,52.273138,
1423,40.95,197.594598,91.894397,
1424,40.95,191.619481,86.294568,
1425,40.95,185.694394,80.799086,
1426,40.95,179.820766,75.414086,
1427,40.95,173.999846,70.1451,
1428,40.95,168.23289,64.997869,
1429,40.95,162.521191,59.979562,
1430,40.95,156.866096,55.211415,
1431,40.95,151.26901,52.119375,
1432,40.95,197.735414,91.619145,
1433,40.95,191.759044,86.023801,
1434,40.95,185.832682,80.532995,
1435,40.95,179.95777,75.15299,
1436,40.95,174.135551,69.889325,
1437,40.95,168.367274,64.747751,
1438,40.95,162.654232,59.738643,
1439,40.95,156.997768,54.968477,
1440,40.95,151.399284,52.025685,
1441,40.95,195.977561,89.216881,
1442,40.95,190.016295,83.668439,
1443,40.95,184.105156,78.225839,
1444,40.95,178.245731,72.895941,
1445,40.95,172.439313,67.684593,
1446,40.95,166.687184,62.597809,
1447,40.95,160.99066,57.647421,
1448,40.95,155.351108,53.47803,
1449,40.95,149.76995,52.058184,
1450,40.95,196.318798,90.975327,
1451,40.95,190.354756,85.393521,
1452,40.95,184.440744,79.91623,
1453,40.95,178.578357,74.550068,
1454,40.95,172.7689,69.300731,
1455,40.95,167.013657,64.174077,
1456,40.95,161.313943,59.176366,
1457,40.95,155.67112,54.543199,
1458,40.95,150.08661,52.077805,
1459,40.95,195.858573,89.7655,
1460,40.95,189.898194,84.205729,
1461,40.95,183.987991,78.751592,
1462,40.95,178.129559,73.409775,
1463,40.95,172.324178,68.186012,
1464,40.95,166.573125,63.08763,
1465,40.95,160.877713,58.140324,
1466,40.95,155.239306,53.599431,
1467,40.95,149.659327,52.008052,
1468,40.95,197.254512,92.061378,
1469,40.95,191.282266,86.458083,
1470,40.95,185.360058,80.959034,
1471,40.95,179.489362,75.570383,
1472,40.95,173.67144,70.297652,
1473,40.95,167.907554,65.146562,
1474,40.95,162.199005,60.123249,
1475,40.95,156.547141,55.302163,
1476,40.95,150.953369,52.218857,
1477,40.95,196.985904,91.153186,
1478,40.95,191.015822,85.566813,
1479,40.95,185.095815,80.085256,
1480,40.95,179.227402,74.714934,
1481,40.95,173.411837,69.461394,
1482,40.95,167.650375,64.330402,
1483,40.95,161.944311,59.328159,
1484,40.95,156.294997,54.541137,
1485,40.95,150.70384,52.076843,
1486,40.95,198.07442,93.101648,
1487,40.95,192.0951,87.478482,
1488,40.95,186.165762,81.959089,
1489,40.95,180.287832,76.54938,
1490,40.95,174.462542,71.254708,
1491,40.95,168.691136,66.080667,
1492,40.95,162.974898,61.033273,
1493,40.95,157.315166,56.139451,
1494,40.95,151.713337,52.454672,
1495,40.95,196.561885,90.456811,
1496,40.95,190.595645,84.884991,
1497,40.95,184.679479,79.418037,
1498,40.95,178.814932,74.062639,
1499,40.95,173.003281,68.824516,
1500,40.95,167.245796,63.709558,
1501,40.95,161.543785,58.747065,
1502,40.95,155.898609,54.208326,
1503,40.95,150.311684,52.006259,
1504,40.95,196.719589,90.525851,
1505,40.95,190.751931,84.951415,
1506,40.95,184.83428,79.481906,
1507,40.95,178.968242,74.12413,
1508,40.95,173.15509,68.883759,
1509,40.95,167.396091,63.766637,
1510,40.95,161.692546,58.779431,
1511,40.95,156.045809,54.143209,
1512,40.95,150.457292,52.005118,
1513,40.95,198.4785,93.237588,
1514,40.95,192.495834,87.611769,
1515,40.95,186.563138,82.089782,
1516,40.95,180.681766,76.677336,
1517,40.95,174.852941,71.379764,
1518,40.95,169.077905,66.202654,
1519,40.95,163.357942,61.154831,
1520,40.95,157.694388,56.304612,
1521,40.95,152.088636,52.275423,
1522,40.95,198.784419,93.24549,
1523,40.95,192.798931,87.618967,
1524,40.95,186.863467,82.096399,
1525,40.95,180.979318,76.683438,
1526,40.95,175.147686,71.385385,
1527,40.95,169.369799,66.207815,
1528,40.95,163.646932,61.156733,
1529,40.95,157.980416,56.241366,
1530,40.95,152.371638,52.25757,
1531,40.95,198.160607,91.964688,
1532,40.95,192.180493,86.36251,
1533,40.95,186.250382,80.864784,
1534,40.95,180.371674,75.477715,
1535,40.95,174.545598,70.206772,
1536,40.95,168.773393,65.057636,
1537,40.95,163.056341,60.039066,
1538,40.95,157.395779,55.230206,
1539,40.95,151.793102,52.108667,
1540,40.95,197.191233,90.773117,
1541,40.95,191.219441,85.193926,
1542,40.95,185.297734,79.719885,
1543,40.95,179.427578,74.357367,
1544,40.95,173.610221,69.111961,
1545,40.95,167.846917,63.98948,
1546,40.95,162.138964,58.998648,
1547,40.95,156.487709,54.262354,
1548,40.95,150.894561,52.027733,
