MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift, NutritionQualitry
50, 5, 8.000000, 95, true, 0.550000

Tic, MuscleMass, Anabolic, Catabolic
0, 17.192186, 50.000000, 52.000000
1, 17.214647, 82.640098, 75.528431
2, 17.243919, 77.602673, 69.044856
3, 17.280606, 72.638759, 62.752277
4, 17.325446, 67.755524, 56.664730
5, 17.370815, 62.959741, 52.178138
6, 17.424572, 95.749205, 75.941489
7, 17.477786, 90.562806, 69.458220
8, 17.529812, 85.439199, 63.166023
9, 17.580567, 80.383837, 57.074195
10, 17.630236, 75.401661, 52.322873
11, 17.684739, 109.255947, 77.013738
12, 17.738143, 103.949364, 70.514035
13, 17.790375, 98.695809, 64.203874
14, 17.841352, 93.499597, 58.095289
15, 17.891115, 88.364725, 52.719630
16, 17.945239, 118.882572, 74.871614
17, 17.998257, 113.512845, 68.455980
18, 18.050090, 108.189387, 62.248148
19, 18.100676, 102.916413, 56.335736
20, 18.150336, 97.697537, 52.286656
21, 18.204748, 130.765077, 76.494228
22, 18.258063, 125.323879, 70.037116
23, 18.310206, 119.923235, 63.768897
24, 18.361097, 114.566395, 57.704636
25, 18.410843, 109.256357, 52.648583
26, 18.465330, 142.476863, 77.020825
27, 18.518733, 136.980387, 70.565652
28, 18.570975, 131.518963, 64.305684
29, 18.621984, 126.095500, 58.278395
30, 18.671856, 120.712614, 53.189240
31, 18.726631, 155.372080, 78.714334
32, 18.780333, 149.824091, 72.221367
33, 18.832891, 144.306387, 65.914282
34, 18.884228, 138.821322, 59.801469
35, 18.934320, 133.371082, 54.137443
36, 18.989128, 167.155307, 78.998470
37, 19.042872, 161.572411, 72.512336
38, 19.095480, 156.015554, 66.210709
39, 19.146878, 150.486888, 60.112920
40, 19.197036, 144.988371, 54.439241
41, 19.251987, 179.462132, 79.866048
42, 19.305883, 173.849646, 73.368181
43, 19.358654, 168.259551, 67.053689
44, 19.410224, 162.693719, 60.930910
45, 19.460530, 157.153857, 55.081162
46, 19.515574, 191.009485, 80.504532
47, 19.569572, 185.377468, 74.002846
48, 19.622455, 179.764745, 67.683337
49, 19.674150, 174.172975, 61.564806
50, 19.724611, 168.603672, 55.783899
51, 19.779808, 198.149453, 81.465961
52, 19.833968, 192.513503, 74.950296
53, 19.887023, 186.895312, 68.615679
54, 19.938905, 181.296275, 62.485359
55, 19.989564, 175.717755, 56.665375
56, 20.044898, 199.649143, 82.317289
57, 20.099203, 194.024648, 75.790312
58, 20.152413, 188.417636, 69.443370
59, 20.204458, 182.829376, 63.284146
60, 20.255267, 177.261178, 57.341747
61, 20.310823, 199.812116, 83.824395
62, 20.365367, 194.202694, 77.270556
63, 20.418834, 188.610649, 70.894640
64, 20.471155, 183.037235, 64.704234
65, 20.522257, 177.483756, 58.710903
66, 20.578230, 199.827400, 86.638371
67, 20.633215, 194.233302, 80.023517
68, 20.687149, 188.656511, 73.583865
69, 20.739968, 183.098273, 67.326473
70, 20.791605, 177.559888, 61.268289
71, 20.847803, 199.785804, 88.227489
72, 20.903028, 194.207048, 81.584736
73, 20.957218, 188.645528, 75.115213
74, 21.010312, 183.102489, 68.825960
75, 21.062240, 177.579223, 62.724047
76, 21.118497, 199.617069, 88.647474
77, 21.173788, 194.053838, 82.006043
78, 21.228051, 188.507773, 75.536850
79, 21.281224, 182.980131, 69.247011
80, 21.333240, 177.472204, 63.143533
81, 21.389646, 199.565704, 89.754819
82, 21.445096, 194.017537, 83.098258
83, 21.499531, 188.486463, 76.617350
84, 21.552892, 182.973732, 70.321845
85, 21.605117, 177.480632, 64.225447
86, 21.661921, 199.911629, 92.504918
87, 21.717785, 194.377231, 85.789855
88, 21.772654, 188.859825, 79.243938
89, 21.826472, 183.360627, 72.873339
90, 21.879177, 177.880908, 66.684425
91, 21.936140, 199.757390, 93.729659
92, 21.992178, 194.238018, 86.997173
93, 22.047234, 188.735576, 80.432020
94, 22.101253, 183.251291, 74.040529
95, 22.154173, 177.786432, 67.829009
96, 22.211416, 199.709669, 95.833770
97, 22.267748, 194.204873, 89.062301
98, 22.323117, 188.716947, 82.456366
99, 22.377466, 183.247118, 76.022046
100, 22.430739, 177.796650, 69.765393
101, 22.488281, 199.909534, 98.122611
102, 22.544926, 194.418557, 91.308403
103, 22.600625, 188.944364, 84.658031
104, 22.655325, 183.488153, 78.177223
105, 22.708969, 178.051177, 71.871731
106, 22.766710, 199.806029, 99.747043
107, 22.823569, 194.329539, 92.907424
108, 22.879494, 188.869774, 86.229879
109, 22.934437, 183.427938, 79.720139
110, 22.988340, 178.005280, 73.383854
111, 23.046267, 199.812663, 101.213570
112, 23.103321, 194.350236, 94.351085
113, 23.159453, 188.904463, 87.649564
114, 23.214614, 183.476542, 81.114525
115, 23.268749, 178.067716, 74.751438
116, 23.326991, 199.852018, 103.755512
117, 23.384375, 194.403445, 96.846381
118, 23.440855, 188.971456, 90.096350
119, 23.496383, 183.557239, 83.510687
120, 23.550909, 178.162034, 77.094629
121, 23.609373, 199.725008, 105.664112
122, 23.666992, 194.290616, 98.724325
123, 23.723721, 188.872752, 91.942141
124, 23.779514, 183.472615, 85.322670
125, 23.834320, 178.091441, 78.870981
126, 23.893104, 199.921011, 108.308817
127, 23.951057, 194.499810, 101.320825
128, 24.008136, 189.095057, 94.488913
129, 24.064296, 183.707927, 87.817810
130, 24.119492, 178.339647, 81.312320
131, 24.178446, 199.801943, 109.842970
132, 24.236582, 194.394662, 102.833504
133, 24.293855, 189.003776, 95.978529
134, 24.350222, 183.630466, 89.282952
135, 24.405636, 178.275954, 82.751529
136, 24.464767, 199.865077, 111.367451
137, 24.523087, 194.471108, 104.335680
138, 24.580553, 189.093463, 97.457411
139, 24.637125, 183.733311, 90.737383
140, 24.692755, 178.391865, 84.180207
141, 24.752171, 199.900717, 113.898735
142, 24.810787, 194.520007, 106.823901
143, 24.868564, 189.155560, 99.901263
144, 24.925462, 183.808535, 93.135225
145, 24.981437, 178.480138, 86.530168
146, 25.041037, 199.638442, 115.669287
147, 25.099850, 194.271708, 108.569355
148, 25.157837, 188.921188, 101.620058
149, 25.214956, 183.588065, 94.825879
