MODEL SETTING
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift, NutritionQualitry
50, 5, 8.000000, 95, true, 0.500000

Tic, MuscleMass, Anabolic, Catabolic
0, 16.373325, 50.000000, 52.000000
1, 16.392385, 81.601902, 75.587957
2, 16.414899, 76.040462, 69.493925
3, 16.441253, 70.594086, 63.543139
4, 16.471837, 65.270055, 57.769187
5, 16.504020, 60.075387, 52.813630
6, 16.548933, 90.003057, 75.196424
7, 16.598606, 84.295519, 69.122631
8, 16.650177, 78.696550, 63.193405
9, 16.700960, 73.212745, 57.443464
10, 16.749921, 67.849928, 53.219962
11, 16.804082, 97.547034, 75.515491
12, 16.857289, 91.725081, 69.448305
13, 16.909381, 86.005733, 63.524819
14, 16.960282, 80.394678, 57.766461
15, 17.010092, 74.897042, 52.926391
16, 17.064524, 106.284754, 76.658903
17, 17.117929, 100.340801, 70.581018
18, 17.170235, 94.493639, 64.645396
19, 17.221366, 88.747925, 58.861542
20, 17.271381, 83.108071, 53.822649
21, 17.325920, 114.063736, 77.288075
22, 17.379442, 108.021290, 71.210277
23, 17.431874, 102.070651, 65.273416
24, 17.483142, 96.216087, 59.486968
25, 17.533227, 90.461537, 54.120895
26, 17.587884, 121.983845, 78.109362
27, 17.641538, 115.850292, 72.029892
28, 17.694116, 109.803729, 66.089384
29, 17.745544, 103.848152, 60.297382
30, 17.795825, 97.987187, 55.002349
31, 17.850601, 129.253351, 78.845703
32, 17.904380, 123.042114, 72.764202
33, 17.957094, 116.914368, 66.820692
34, 18.008670, 110.873602, 61.025400
35, 18.059099, 104.923065, 55.668736
36, 18.114023, 136.437334, 79.761237
37, 18.167962, 130.153914, 73.673655
38, 18.220847, 123.950576, 67.723284
39, 18.272612, 117.830595, 61.928521
40, 18.323210, 111.796957, 56.417910
41, 18.378382, 144.290887, 81.333039
42, 18.432586, 137.932105, 75.225275
43, 18.485755, 131.650177, 69.251750
44, 18.537820, 125.448042, 63.421181
45, 18.588711, 119.328415, 57.754114
46, 18.644104, 151.866894, 82.743147
47, 18.698540, 145.440492, 76.619083
48, 18.751957, 139.088094, 70.627510
49, 18.804289, 132.812348, 64.776776
50, 18.855464, 126.615723, 59.076571
51, 18.911157, 160.034037, 84.796521
52, 18.965916, 153.538551, 78.644994
53, 19.019677, 147.114054, 72.623102
54, 19.072378, 140.763038, 66.739008
55, 19.123951, 134.487788, 61.000899
56, 19.179926, 167.856110, 86.705957
57, 19.234985, 161.298250, 80.529318
58, 19.289067, 154.808763, 74.479794
59, 19.342112, 148.389988, 68.565342
60, 19.394054, 142.044041, 62.793860
61, 19.450209, 174.694804, 87.954875
62, 19.505457, 168.087476, 81.766899
63, 19.559741, 161.546521, 75.704726
64, 19.613002, 155.074050, 69.775919
65, 19.665176, 148.672017, 63.988107
66, 19.721641, 182.433028, 90.090542
67, 19.777215, 175.769981, 83.873526
68, 19.831845, 169.171146, 77.779951
69, 19.885475, 162.638492, 71.817115
70, 19.938042, 156.173829, 65.992323
71, 19.994607, 188.036540, 90.900766
72, 20.050294, 181.340080, 84.682816
73, 20.105047, 174.706119, 78.586698
74, 20.158810, 168.136612, 72.619868
75, 20.211523, 161.633307, 66.789594
76, 20.268450, 194.603533, 93.476048
77, 20.324516, 187.865308, 87.221450
78, 20.379667, 181.188196, 81.086605
79, 20.433853, 174.573872, 75.078282
80, 20.487016, 168.023930, 69.203305
81, 20.544219, 197.896608, 95.578639
82, 20.600577, 191.146208, 89.299144
83, 20.656041, 184.456086, 83.136940
84, 20.710559, 177.827819, 77.098736
85, 20.764076, 171.262946, 71.191174
86, 20.821454, 198.643787, 96.936266
87, 20.878000, 191.902639, 90.645368
88, 20.933663, 185.221463, 84.470099
89, 20.988394, 178.601793, 78.417127
90, 21.042139, 172.045144, 72.492955
91, 21.099822, 199.261650, 99.290717
92, 21.156687, 192.530774, 92.970636
93, 21.212689, 185.859603, 86.764111
94, 21.267778, 179.249636, 80.677467
95, 21.321904, 172.702370, 74.716913
96, 21.379941, 199.501629, 102.083154
97, 21.437178, 192.784009, 95.726976
98, 21.493570, 186.125932, 89.482099
99, 21.549073, 179.528854, 83.354439
100, 21.603637, 172.994251, 77.349876
101, 21.661947, 199.048580, 104.423502
102, 21.719475, 192.350101, 98.042180
103, 21.776177, 185.711015, 91.769763
104, 21.832008, 179.132824, 85.612110
105, 21.886922, 172.617020, 79.574956
106, 21.945436, 198.796130, 106.148047
107, 22.003180, 192.114863, 99.750860
108, 22.060110, 185.492848, 93.460970
109, 22.116182, 178.931601, 87.284151
110, 22.171353, 172.432614, 81.226000
111, 22.230385, 199.795317, 110.524599
112, 22.288667, 193.120414, 104.068724
113, 22.346159, 186.504545, 97.717507
114, 22.402824, 179.949109, 91.475984
115, 22.458618, 173.455559, 85.349287
116, 22.517989, 199.703184, 113.513637
117, 22.576627, 193.043854, 107.023366
118, 22.634493, 186.443421, 100.635415
119, 22.691551, 179.903283, 94.354764
120, 22.747760, 173.424886, 88.186341
121, 22.807446, 199.501031, 116.418594
122, 22.866414, 192.858168, 109.897071
123, 22.924629, 186.274037, 103.475678
124, 22.982054, 179.750069, 97.159235
125, 23.038651, 173.287713, 90.952495
126, 23.098615, 199.484937, 119.017983
127, 23.157875, 192.856793, 112.470110
128, 23.216397, 186.287232, 106.020527
129, 23.274144, 179.777675, 99.673889
130, 23.331081, 173.329562, 93.434782
131, 23.391409, 199.772810, 122.480824
132, 23.451047, 193.156654, 115.894909
133, 23.509964, 186.598918, 109.405255
134, 23.568126, 180.100981, 103.016237
